"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,NA,"bark1y","fullerton","452977262","606","65p",NA,1
"2",1,"m","barkly","fullerpton","452g77262","60t","65p","B",2
"3",2,"m","luk","rivers",NA,"617",NA,"F",1
"4",3,NA,"macormack","webb","493389045","NAm",NA,"A",1
"5",3,"m","macoriiiack","webb","493389045","68q",NA,"A",2
"6",3,"m","macormack","webb","493389045","6l1",NA,"A",3
"7",4,"f","lauren","oberfichtner",NA,"205","35-44",NA,1
"8",5,"m","chaels","tripmble","350290887","617",NA,"H",1
"9",5,"m","charlest","trinble","350290887","617","25-34",NA,2
"10",6,"m","samu3l","mcmullen","406889463","62","60-64",NA,1
"11",6,"m","samuei","mcmullen","406889463","6o2","60-64",NA,2
"12",6,NA,"samuel","mcmullen",NA,"6","60-64","E",3
"13",7,"f","brooke","friehel","710436194",NA,"55-59",NA,1
"14",7,"f","br0oke","friebel","710436194","64","55-59",NA,2
"15",8,NA,"heath","rawlings","318571910","616",NA,"B",1
"16",9,"m","kyke","harrington","331168092","614",NA,NA,1
"17",10,"m","macormack","campbell-smith","432487289",NA,NA,NA,1
"18",11,"f","renea","rabbitt",NA,"615",NA,"B",1
"19",12,"f","sophi","mccaqthy","295281875","615","25-34",NA,1
"20",13,NA,"ma","rollijs","819531908","605","25-34","B",1
"21",14,NA,"joshua","oaths","352578w87","903","35-44","H",1
"22",14,"m","joshua","oads","352578387","903",NA,NA,2
"23",14,NA,"joshua","oatw","352578387","903","35-44",NA,3
"24",15,"m","reubwn","mildren","747062679",NA,"45-54",NA,1
"25",16,"m","daniele","siersch","891016263",NA,NA,"E",1
"26",16,"m","danile","ziesch","891016263","612",NA,"E",2
"27",16,"m","daniele","ziemsc","891016263",NA,NA,"E",3
"28",17,"m","evan","needhqdam","493061s76","9o6","45-54","F",1
"29",18,"f","arabeckla","shepherd","436660304","903",NA,NA,1
"30",18,"f","ardbella","shephezrd","43666030q","903","15-19","H",2
"31",19,"f","willow","hyland","849921698",NA,NA,NA,1
"32",19,NA,"willow","hylant","849921698","905","15-19",NA,2
"33",20,"m","zak","sadler-dadge","782893679","602",NA,"D",1
"34",21,"f","sarah","clabrke","297974344","692","15-19",NA,1
"35",22,"m","madthyew","zaltron","32521127","614",NA,"B",1
"36",23,NA,"daqe","mccartby","822170511","903","65p","B",1
"37",23,"m","taqle","mcfarghy","822170511","903","65p",NA,2
"38",23,"m","dake","mccarthy","822170611","903","65p",NA,3
"39",24,"m","nichoias","jolle","889579904","906","20-24",NA,1
"40",24,NA,"nicholas","jolly","889579904","9o6","20-24",NA,2
"41",25,NA,"daniel","coliier","871212102","605",NA,"C",1
"42",26,NA,"licy","be5ry","262395006","615","15-19","C",1
"43",26,NA,"lily","berrv","262395006","615","15-19",NA,2
"44",27,"m","lo9an","heah","239721210","611","25-34","E",1
"45",28,"m","caroin","mason","262354957","902",NA,NA,1
"46",29,"f","lauren","alderson","27727527","611",NA,NA,1
"47",30,"f","charlotte","ca:re","403730271","993","25-34",NA,1
"48",31,"f","brigitte","brittsn","7q8273705","904","35-44",NA,1
"49",32,NA,"savannah","reid","212590684","621",NA,"A",1
"50",33,"f","grace","farrajota","308051912","611",NA,NA,1
"51",34,"m","dant","ryan","752161436","606",NA,NA,1
"52",35,"f","laura","fearon","821629191","60z",NA,NA,1
"53",35,NA,"lora","fearon","821629191","602","25-34",NA,2
"54",36,"m","jackson","pinzon",NA,NA,NA,"A",1
"55",36,"m","jackson","pinzonn",NA,"905",NA,"A",2
"56",37,"m","iainc","teague","313287958","612",NA,NA,1
"57",37,NA,"iain","teague","313287958",NA,NA,"A",2
"58",38,"f","kels7","pritten",NA,"603","20-24","G",1
"59",38,NA,"kelsye","britten","715943511","603","20-24",NA,2
"60",39,"m","liaiii","boweahman","471981650","615","35-44",NA,1
"61",39,"m","liam","boweeman",NA,"615","35-44",NA,2
"62",40,"m","ridly","nuyen","477299195","602",NA,"H",1
"63",41,"m","phillip","campbell","350433005","i02",NA,NA,1
"64",42,"m","lachjan","pane","469791836","602","25-34",NA,1
"65",43,"f","isabella","koleman","46290602o","Ni","15-19","H",1
"66",43,NA,"isabel1a","coleman","462906020","617",NA,"H",2
"67",44,NA,"noah","borsut","855064253","61s",NA,"B",1
"68",44,"m","noa","borsut","855064252",NA,"25-34","B",2
"69",45,"f","talia","ne5ham","21g284366","902",NA,"E",1
"70",45,"f","talia","nexam","21928q366","902","45-54",NA,2
"71",46,"f","lauren","mccarthy",NA,NA,"60-64",NA,1
"72",47,NA,"olivia","white","828527287","607",NA,NA,1
"73",47,"f","oliva","whkte","828527287","607","60-64",NA,2
"74",48,"m","william","spratt","780896582","6o6",NA,"E",1
"75",49,"f","kaileu","bahnisch","375798739","90s","25-34",NA,1
"76",50,NA,"ayls","lodge","791822175","9l3","35-44","G",1
"77",577,"m","harrison","grosser","334287977","615","25-34","D",11
"78",578,"f","abbey","rees","883161161","611","55-59","C",11
"79",579,"f","jasmyn","musolino","343390684","603","15-19","F",11
"80",580,"m","harry","thorpe","326805876","902","35-44","C",11
"81",581,"f","aurora","beeslee","342228746","603","35-44","H",11
"82",582,"m","nicholas","croker","376336340","617","45-54","F",11
"83",583,"f","sophie","rivaz","314824317","617","35-44","B",11
"84",584,"f","nikita","capel","881131522","905","20-24","E",11
"85",585,"f","nikki","mckerlie","306875210","617","65p","B",11
"86",586,"f","naomi","alderson","315852426","614","25-34","B",11
"87",587,"f","madison","ryan","880496282","903","45-54","D",11
"88",588,"f","sophie","hand","495283494","913","65p","G",11
"89",589,"m","dante","sherriff","740770640","602","45-54","B",11
"90",590,"m","joshua","lodge","468005852","905","45-54","E",11
"91",591,"m","travis","allard","408916881","903","60-64","A",11
"92",592,"m","nicholas","white","700156325","617","25-34","C",11
"93",593,"m","brendan","white","725339935","606","45-54","B",11
"94",594,"f","amber","shirodkar","393352819","614","35-44","C",11
"95",595,"f","isabella","chaternuch","412809634","913","25-34","C",11
"96",596,"f","ebony","lowe","769554749","604","25-34","E",11
"97",597,"f","amy","pegg","213399362","602","35-44","B",11
"98",598,"f","sophie","jessup","297505472","617","25-34","B",11
"99",599,"f","georgia","orme","300684399","906","35-44","A",11
"100",600,"m","joshua","webb","735778575","615","25-34","B",11
"101",601,"f","gemma","white","466348545","615","35-44","B",11
"102",602,"f","andie","rees","330534245","904","55-59","B",11
"103",603,"m","kane","penelope","371987662","602","20-24","F",11
"104",604,"f","emiily","george","300342987","913","35-44","A",11
"105",605,"m","lucas","rivers","779295341","906","55-59","H",11
"106",606,"m","connor","gogel","241853308","614","45-54","D",11
"107",607,"m","joel","vincent","843479619","902","45-54","A",11
"108",608,"f","ruby","campbell","898774313","905","45-54","B",11
"109",609,"f","madalyn","ollivier","429332055","614","20-24","D",11
"110",610,"m","kane","abbondandola","294463672","617","55-59","B",11
"111",611,"f","ellie","drechsler","790189761","602","35-44","B",11
