"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"f","kather:ne","chandler","3q1894825","611",NA,"C",1
"2",2,NA,"jo3l","noack","457641801","615",NA,"E",1
"3",3,NA,"joshua","stephemson","834267926","902",NA,"E",1
"4",4,"m","lucas","clake","81941637","6014","25-34","G",1
"5",5,NA,"nathan","pilja","786742235","611",NA,NA,1
"6",6,"f","chdrlotte","morriso","867859519","906","25-34","C",1
"7",6,"f","charlotte","morrison","867856219","900",NA,"C",2
"8",7,NA,"fraser","wh:te","44572769o","620","45-54","G",1
"9",8,"m","oliver","maynard",NA,"602",NA,NA,1
"10",9,"m","matthew","wall","761235o18","605",NA,"B",1
"11",9,"m","matthew","wallst","761235018","60s",NA,"B",2
"12",10,NA,"kelsey","kreen","424294586","615",NA,"B",1
"13",11,"f","charlotte","reid","73046z123","6ot","25-34",NA,1
"14",12,"m","jams","goldseorthy","729349538",NA,"45-54","B",1
"15",13,"f","amy","verc0","737880585",NA,NA,"C",1
"16",14,"m","thomss","grsrn","754986099","627","60-64","A",1
"17",15,"f","timara","steed","462440s40","617",NA,NA,1
"18",16,"m","natyan","kalka","847984936",NA,NA,"C",1
"19",17,"f","katelin","polowy","2l7124269",NA,NA,"C",1
"20",18,"m","jayden","lomman",NA,"61s",NA,"D",1
"21",19,"m","san","green",NA,"605","60-64",NA,1
"22",19,"m","sam","greej",NA,NA,"60-64","H",2
"23",20,"f","kaitlin","haythorpe","263730458","61s",NA,NA,1
"24",21,"m","th0maj","martinovik","865317y50","902","35-44","C",1
"25",22,"f","bridget","hartington",NA,"6l7","35-44","C",1
"26",23,"m","tasman","grainger","846658674","91",NA,NA,1
"27",24,"f","hannach","pott","492808643","600",NA,"G",1
"28",25,NA,"jame","ryan","823998011",NA,"20-24","C",1
"29",26,"f","ruby","shaporo","252377407",NA,NA,"C",1
"30",27,NA,"harry","reid","3554731710","9o2","45-54","E",1
"31",28,"f","phoehe","greuen","287258565",NA,"20-24","D",1
"32",29,NA,"benjqmin","boxhall",NA,"600","35-44","D",1
"33",30,"f","charlotte","briwne","272595e13","900",NA,"E",1
"34",30,NA,"charlotte","browe","272595413","900",NA,"E",2
"35",31,"m","lachlan","towevn",NA,"60q","45-54","C",1
"36",32,NA,"emiily","copperstone","280453029","904",NA,NA,1
"37",33,"m","millane","reez",NA,"905","15-19",NA,1
"38",34,NA,"zade","whiteiey","714777791","615","45-54","A",1
"39",34,"f","jade","wbitelev",NA,"61s","45-54","A",2
"40",35,NA,"jamw","verco","2663330300","903","45-54","E",1
"41",36,NA,"gyus","bloomfield","486084468","q13","25-34","C",1
"42",37,"m","matthevv","schembrl","391638804","615","25-34",NA,1
"43",38,NA,"rebekah","harnngton",NA,"615","55-59","E",1
"44",39,"f","taloah","clarke","322311478","614","60-64",NA,1
"45",40,NA,"brooke","wurlod","355531121","622",NA,"H",1
"46",41,"m","famn","croufh","23488120","602","60-64","H",1
"47",42,"m","oliver","ardle","242427352","615",NA,"B",1
"48",43,NA,"daniel","dasovic","836730914","6105","15-19",NA,1
"49",44,NA,"jaxson","nicol1","223687044",NA,"35-44","A",1
"50",45,NA,"kaje","corbin","860363312","905","25-34","C",1
"51",46,"m","seth","misner",NA,"612q","15-19",NA,1
"52",47,"m","thoma5","wilkin","378620274","605","25-34","B",1
"53",48,"m","vincent","clarde",NA,"614","55-59",NA,1
"54",49,NA,"re|oekah","howie",NA,"617","25-34","G",1
"55",50,NA,"michael","loerr7","204840003","904","65p",NA,1
"56",51,"m","jason","marting","441113512","602",NA,"F",1
"57",52,"m","oliver","kulikov5ky","462840578","619",NA,"B",1
"58",53,NA,"abii","dolliver",NA,"614","65p",NA,1
"59",54,"m","oliver","sedunary","877o65529","60t",NA,"E",1
"60",54,"m","oliveah","sedunary","8770657529","605","15-19",NA,2
"61",55,NA,"jachary","medherezl","803066779","604","35-44","C",1
"62",56,NA,"benjamin","fok","415z59163","617","55-59","B",1
"63",57,"f","samantba","mccohnel","204633258","611","55-59",NA,1
"64",58,"f","alicia","nguyen","400098984","61",NA,"H",1
"65",59,"m","hayden","cromer","380675989","60",NA,NA,1
"66",60,NA,"lachlan","monteleone","356030044","61z","45-54",NA,1
"67",61,"f","alessandria","wiseman",NA,"60r",NA,"F",1
"68",62,NA,"thomas","van der klaauw","4z2257763","902",NA,"E",1
"69",63,NA,"tbahnee","vaccaro","84573999q","913","45-54","E",1
"70",64,NA,"kadinc","cauna","217793849","611",NA,"C",1
