"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","jack","thorpe","779514021","606","15-19","F",11
"2",2,"f","sybella","asher","308683646","913","35-44","H",11
"3",3,"m","logan","green","388317316","602","25-34","A",11
"4",4,"f","polly","mason","798832353","602","45-54","A",11
"5",5,"m","joel","matthews","367738692","905","20-24","B",11
"6",6,"m","thomas","roller","219466238","913","25-34","C",11
"7",7,"f","charlotte","lamprey","368254541","607","25-34","B",11
"8",8,"m","benjamin","george","303443694","600","35-44","B",11
"9",9,"f","ellouise","harrington","255756625","615","60-64","C",11
"10",10,"f","taalia","sheldon","851428500","614","45-54","B",11
"11",11,"f","ysobel","maynard","839964087","600","25-34","D",11
"12",12,"m","james","white","268115041","611","35-44","E",11
"13",13,"f","asha","cochrane","289064881","611","35-44","C",11
"14",14,"m","zachary","godfrey","219935275","906","35-44","D",11
"15",15,"f","mia","vincent","210487200","904","25-34","C",11
"16",16,"f","ellen","eglinton","363731970","604","35-44","E",11
"17",17,"m","tony","coulson","796802632","617","35-44","G",11
"18",18,"f","ellie","mcphail","888519259","902","45-54","D",11
"19",19,"m","zachary","george","440523710","903","35-44","H",11
"20",20,"m","hayden","shelley","273410197","905","25-34","B",11
"21",21,"m","jordan","littge","814175939","913","65p","A",11
"22",22,"f","taylah","shepherd","435667542","905","25-34","E",11
"23",23,"f","layla","dixon","388092362","604","45-54","D",11
"24",24,"f","gabrielle","mcgargil","354565007","913","35-44","F",11
"25",25,"f","chloe","ryan","495458594","603","45-54","H",11
"26",26,"f","takara","morrison","389582027","900","25-34","A",11
"27",27,"m","max","siganto","751618609","903","65p","C",11
"28",28,"f","emiily","drysdale","357049595","617","45-54","E",11
"29",29,"m","caleb","haskett","897028121","606","45-54","B",11
"30",30,"f","emma","frew","731544432","614","35-44","E",11
"31",31,"m","benjamin","walkley","849813239","615","55-59","B",11
"32",32,"m","sam","dinnison","329935432","902","45-54","C",11
"33",33,"m","cameron","ryan","366189481","617","35-44","C",11
"34",34,"f","evangelia","differy","759099415","913","20-24","H",11
"35",35,"m","william","ho","209894724","614","25-34","B",11
"36",36,"m","lukas","siggins","718963770","607","35-44","B",11
"37",37,"f","kailey","tiller","275767619","605","55-59","E",11
"38",38,"f","freya","jaric","326665563","615","25-34","B",11
"39",39,"m","luke","gilbertson","355130685","606","35-44","A",11
"40",40,"f","lauren","dargaville","386177765","906","20-24","H",11
"41",41,"m","michael","embrey","238620236","905","45-54","H",11
"42",42,"f","trinity","stanley","280905303","612","60-64","C",11
"43",43,"f","madison","blake","717199792","617","25-34","F",11
"44",44,"f","madeleine","tyerman","284059224","607","25-34","B",11
"45",45,"m","scott","bishop","428153604","904","25-34","C",11
"46",46,"m","nicholas","belsham","715769171","615","45-54","D",11
"47",47,"f","jacqueline","thredgold","494191509","906","25-34","D",11
"48",48,"f","monique","bishop","468160971","615","15-19","F",11
"49",49,"m","xavier","westacott","825691672","614","25-34","A",11
"50",50,"f","paris","white","756692922","611","55-59","G",11
"51",51,"f","holly","green","216848540","913","65p","A",11
"52",52,"f","alexandra","leicester","406341283","615","35-44","A",11
"53",53,"m","richard","ryan","772697435","605","35-44","F",11
"54",54,"f","isabella","neitzel","861079161","905","45-54","H",11
"55",55,"m","adam","cordingley","307103127","612","25-34","C",11
"56",56,"m","james","nguyen","754427050","905","25-34","F",11
"57",57,"m","lachlan","richmond","241497072","614","20-24","G",11
"58",58,"f","petreece","hague","875168392","617","35-44","F",11
"59",59,"m","philip","peshti","381902772","611","35-44","B",11
"60",60,"f","gabrielle","goode","841956843","605","55-59","H",11
"61",61,"f","georgia","matthews","847291389","605","15-19","F",11
"62",62,"f","niamh","coleman","215722023","906","35-44","G",11
"63",63,"f","katelyn","lanyon","873466268","913","35-44","E",11
"64",64,"f","kaysey","matthews","759678598","903","35-44","B",11
"65",65,"m","xavier","hersey","278702464","612","25-34","F",11
"66",66,"f","tiana","lesiw","861373089","906","45-54","H",11
"67",67,"m","lachlan","hannagan","425864626","611","20-24","A",11
"68",68,"f","kirra","huxley","792185744","611","60-64","A",11
"69",69,"f","emiily","ekers","481733030","600","35-44","B",11
"70",70,"f","maya","folmer","263291896","605","25-34","F",11
"71",71,"f","paige","sunderland","382259570","602","35-44","C",11
"72",72,"m","harrison","vincent","413295429","913","15-19","F",11
"73",73,"m","harrison","pemper","467336289","902","60-64","A",11
"74",74,"m","lucas","cute","414499075","614","55-59","E",11
"75",75,"f","eliza","ulrick","793200710","612","35-44","A",11
"76",76,"f","amy","mednis","262378230","612","20-24","E",11
"77",77,"f","samantha","capell","282296243","611","35-44","B",11
"78",78,"f","petreece","brooker","733115519","905","45-54","D",11
"79",79,"m","william","bennier","440335610","611","25-34","C",11
"80",80,"f","kelsye","bissett","878215885","906","35-44","B",11
"81",81,"f","rebekah","baillie","494088844","905","45-54","B",11
"82",82,"m","daniel","nguyen","741178345","617","20-24","H",11
"83",83,"f","annabelle","whiteley","225194444","615","25-34","D",11
"84",84,"m","joel","elkhair","740796597","905","20-24","F",11
"85",85,"m","mitchell","webb","773542160","905","25-34","B",11
"86",86,"f","gillian","white","878056525","615","20-24","E",11
"87",87,"f","bronte","white","782705014","615","45-54","C",11
"88",88,"f","irene","donaldson","852611224","606","35-44","B",11
"89",89,"f","zali","miels","371920335","615","25-34","B",11
"90",90,"f","tahlia","clarke","309450732","602","55-59","E",11
"91",91,"m","finlay","witthoeft","860271981","913","45-54","C",11
"92",92,"f","erin","bradshaw","270944289","615","25-34","C",11
"93",93,"f","stephanie","oake","408944001","607","25-34","G",11
"94",94,"m","simon","white","767244712","913","45-54","D",11
"95",95,"m","joshua","piliczky","833468038","617","15-19","D",11
"96",96,"f","sophie","huysse","861841674","615","45-54","D",11
"97",97,"m","hayden","herbert","396390073","606","25-34","B",11
"98",98,"f","chelsea","bristow","281273142","611","25-34","C",11
"99",99,"f","mikayla","white","857883868","913","45-54","E",11
"100",100,"m","aidan","willing","773396980","615","45-54","B",11
"101",101,"f","georgia","webb","810298004","611","25-34","H",11
"102",102,"m","trent","white","293239551","605","25-34","E",11
"103",103,"f","chloe","glouftsis","479304935","606","35-44","E",11
"104",104,"m","matthew","green","258421124","615","45-54","A",11
"105",105,"m","jory","dunling","215659546","603","55-59","B",11
"106",106,"m","joel","campbell","464877706","906","20-24","D",11
"107",107,"f","olivia","shorrock","762073553","615","25-34","D",11
"108",108,"m","william","lock","478063716","615","25-34","B",11
"109",109,"f","imogen","thorpe","819309121","614","25-34","E",11
"110",110,"f","charlotte","dixon","378927582","913","45-54","H",11
"111",111,"f","hannah","matthews","810072286","617","45-54","F",11
"112",112,"m","george","dinh","410419385","617","55-59","E",11
"113",113,"f","emiily","tuckwell","295270683","902","15-19","D",11
"114",114,"f","kiarnee","jolly","249286615","607","35-44","C",11
"115",115,"f","madeleine","adair","742367708","602","20-24","F",11
"116",116,"m","jack","paterson","829686901","611","45-54","G",11
"117",117,"m","james","white","456333990","607","20-24","A",11
"118",118,"f","abbey","noble","255115522","903","35-44","D",11
"119",119,"m","thomas","millar","806226809","905","25-34","B",11
"120",120,"f","hayley","lomman","451278355","615","25-34","G",11
"121",121,"m","joshua","georgeou","297840611","602","25-34","F",11
"122",122,"f","chelsea","soden","474957200","903","20-24","H",11
"123",123,"f","kathleen","lock","237331297","615","20-24","E",11
"124",124,"m","phillip","stephenson","286419608","614","25-34","C",11
"125",125,"f","madison","wang","249332625","615","55-59","D",11
"126",126,"m","william","tsermentselis","789791726","611","55-59","G",11
"127",127,"m","benjamin","bellchambers","485452617","904","60-64","A",11
"128",128,"f","hannah","krollig","892950227","615","45-54","C",11
"129",129,"m","william","wilkins","441049783","614","25-34","H",11
"130",130,"m","mitchell","clarke","870885321","904","55-59","C",11
"131",131,"f","ellie","rees","222258882","615","35-44","B",11
"132",132,"f","lily","weidenhofer","204982039","904","35-44","B",11
"133",133,"m","luke","berry","445304332","906","20-24","D",11
"134",134,"f","marianne","webb","811207214","605","20-24","C",11
"135",135,"m","ethan","lohmann","497109979","614","25-34","D",11
"136",136,"m","coby","campbell","780511221","913","35-44","D",11
"137",137,"f","abbey","ryan","233061384","615","20-24","H",11
"138",138,"f","mia","krishnan","210051645","614","20-24","D",11
"139",139,"f","grace","coleman","356338339","614","25-34","C",11
"140",140,"f","lauren","white","342084200","607","45-54","A",11
"141",141,"m","will","minnican","292321726","903","45-54","B",11
"142",142,"m","callum","lanyon","405275601","913","25-34","A",11
"143",143,"f","haylee","riddoch","757980496","602","25-34","B",11
"144",144,"f","summer","forwood","243082600","602","35-44","B",11
"145",145,"f","katelyn","mutikainen","848159625","902","45-54","B",11
"146",146,"f","zoe","berry","409097287","615","15-19","A",11
"147",147,"f","grace","kerley","720840871","904","35-44","B",11
"148",148,"m","cameron","hadsis","283689128","617","35-44","D",11
"149",149,"f","jessica","rogan","339850342","905","35-44","H",11
"150",150,"m","jonathon","walch","406297275","605","35-44","A",11
"151",151,"f","kylee","white","749584546","604","45-54","A",11
"152",152,"m","jared","petersen","422935161","614","35-44","C",11
"153",153,"f","carla","bishop","448299983","904","35-44","B",11
"154",154,"f","laetitia","ryan","812193406","913","45-54","B",11
"155",155,"f","jessica","white","298355313","904","15-19","F",11
"156",156,"m","alexander","euth","781718606","607","45-54","D",11
"157",157,"f","shelby","green","850974889","602","25-34","C",11
"158",158,"m","nicholas","scaturchio","826103634","612","35-44","E",11
"159",159,"m","riley","everett","280835704","602","35-44","A",11
"160",160,"m","luke","ryan","454850711","605","25-34","F",11
"161",161,"f","sonja","dumphy","710009788","612","35-44","D",11
"162",162,"m","mitchell","hoffman","386314895","913","60-64","A",11
"163",163,"m","thomas","walkley","456317011","905","45-54","C",11
"164",164,"m","ned","drzezdzon","300798347","615","35-44","B",11
"165",165,"m","connor","lamkin","216194792","617","25-34","E",11
"166",166,"f","caitlin","grainger","837158260","605","25-34","B",11
"167",167,"f","caitlin","campbell","302364387","913","35-44","D",11
"168",168,"m","william","dixon","736014035","904","25-34","B",11
"169",169,"m","louis","harrington","392943411","611","35-44","F",11
"170",170,"f","caitlin","papathomas","807265706","602","35-44","E",11
"171",171,"f","jessica","white","807921154","606","45-54","H",11
"172",172,"f","caitlin","burford","450281836","605","35-44","A",11
"173",173,"f","kiria","de bono","253020929","913","35-44","C",11
"174",174,"m","toby","clauson","455896431","612","25-34","A",11
"175",175,"f","eliza","petersen","434168317","615","25-34","B",11
"176",176,"m","simon","leesong","813425545","607","25-34","F",11
"177",177,"f","taylah","eglinton","233647579","611","35-44","B",11
"178",178,"f","sylvie","pacey","819208109","602","35-44","C",11
"179",179,"f","phoebe","alderman","424216621","905","55-59","B",11
"180",180,"m","daniel","steed","874061177","905","15-19","E",11
