"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"f","olivya","monjean","380265748","9os","55-59",NA,1
"2",1,NA,"olivia","monjean","380265748","g06",NA,"B",2
"3",2,NA,"oliver","lobzyin","418994782","615",NA,"C",1
"4",3,NA,"brodee","vigenser","296856291","995","15-19",NA,1
"5",3,"m","brodee","vigen5er",NA,"905","15-19",NA,2
"6",4,"m","cameron","sherriff","7|1238982","905",NA,NA,1
"7",5,"f","alexandra","ryah",NA,NA,"25-34","A",1
"8",6,NA,"rhiannon","harrington","803447079","692",NA,"E",1
"9",7,"m","lachian","plevin","403724980",NA,NA,"H",1
"10",8,"f","katharine","rid","204724785","9o6","25-34",NA,1
"11",9,NA,"hesther","pettingitl","774601862","902","25-34","B",1
"12",9,NA,"heather","pettingill","774601862","90z",NA,"B",2
"13",10,NA,"bailey","whit","361972562","60|","35-44","F",1
"14",10,"m","bailey","white","361972562","60l",NA,NA,2
"15",11,"m","ha4ry","sandman","3253o8747","611","20-24",NA,1
"16",11,"m","harary","sandman",NA,NA,"20-24","C",2
"17",12,NA,"sascaa","betding","394854489","903","15-19","F",1
"18",12,"f","sascha","bedding","304854482","902","15-19",NA,2
"19",13,"f","matilta","warrior","401631176","6195","45-54","B",1
"20",14,"f","grace","matthew5",NA,NA,"20-24","D",1
"21",14,"f","grace","mattbews","492338154","692","20-24",NA,2
"22",15,NA,"brianna","carraill","497558274","627",NA,"E",1
"23",16,NA,"annabelle","walkin","816517580","905","25-34","B",1
"24",17,"f","carl","fysh","487157331","603",NA,NA,1
"25",18,NA,"benjamin","lowri","83438s662","905","25-34","B",1
"26",18,"m","bensamin","lowry","8w4385662","90s","25-34","B",2
"27",19,"m","nichoas","frahn","759631433","614",NA,NA,1
"28",20,"f","izabella","greenhalk","461854792","605",NA,"E",1
"29",21,NA,"elliei","finlay","422701730","914","15-19","F",1
"30",22,"f","macy","whitw","415412604","s8",NA,"C",1
"31",23,"f","chel5ea","wyskamp","83986993o","902",NA,"H",1
"32",23,"f","chelzea","wyskamp","839869830",NA,"45-54","H",2
"33",24,"f","anastaia","dibben","847475157","6115","45-54",NA,1
"34",25,"m","hugo","reidf","333s88619","906",NA,"H",1
"35",26,"m","thouas","webn","819920881","66","55-59","D",1
"36",27,"m","zame","guarino","744000295","60s",NA,"E",1
"37",28,"m","thomas","crouch",NA,NA,"45-54",NA,1
"38",29,"f","grac","grehan","713247724","611",NA,NA,1
"39",30,"f","tee9an","hyland","441550043","61y","25-34",NA,1
"40",31,NA,"dominice","van huynh","840107593","902","55-59",NA,1
"41",32,NA,"bethant","warnock","854629542","611",NA,"D",1
"42",33,"f","dakara","plumb","490491548","902",NA,NA,1
"43",34,"m","beetie","coleman","23119o574","611",NA,"C",1
"44",34,"m","berti","colman","231190574","611",NA,"C",2
"45",34,"m","bertie","colemqn","231190574",NA,NA,"C",3
"46",35,"m","thonas","spratt","437379731","62",NA,"B",1
"47",36,"f","lanj","beazley","298251256","9ot",NA,"E",1
"48",37,"m","fynn","brusbett","8486310517","617","35-44",NA,1
"49",38,NA,"lachlan","grewn","731289021","61l","35-44","F",1
"50",38,NA,"laklan","green","731289021","611","35-44",NA,2
"51",39,NA,"michael","alesi","249849544","6021","25-34","D",1
"52",40,NA,"caitlin","rawlings",NA,"617","60-64",NA,1
"53",41,"m","alexancler","lovve","863562353","617","25-34","A",1
"54",41,NA,"alexander","lowe","863562353","614",NA,NA,2
"55",41,"m","alexander","low","863562353","615",NA,"A",3
"56",42,"m","mikael","chantler","o480743531","607","65p","A",1
"57",42,"m","michael","chander","480743531","60",NA,"A",2
"58",43,"f","chloe","kinnane","492836251","9047",NA,NA,1
"59",44,"f","taylor","browne","870914290","9065",NA,NA,1
"60",44,"f","taylor","b5owne","87091q290","906","55-59",NA,2
"61",44,"f","taylor","browne","87p914290","9906","55-59",NA,3
"62",45,NA,"olivia","millar","387720777","604",NA,NA,1
"63",46,"f","kelsve","rivers","400257983","90y","25-34",NA,1
"64",46,"f","kelsye","rivers",NA,NA,NA,"B",2
"65",46,NA,"kelsye","rivers","400207983","906","25-34",NA,3
"66",47,"m","adam","white",NA,"617",NA,"B",1
"67",47,"m","adqam","white","3468l9410","615","25-34",NA,2
"68",48,NA,"luke","donnolley","775479678","607",NA,NA,1
"69",48,"m","luk","donnollqey","775479678","60","55-59","F",2
"70",48,NA,"luke","donnolley","7754793678","6507","55-59","F",3
"71",49,"m","blake","berryman","737608793","614","20-24",NA,1
"72",50,"m","dylab","hammill","389008515","903",NA,"B",1
"73",50,NA,"dylan","hammill","389008715","903",NA,NA,2
"74",51,"f","andie","dietrich","3512140706","906",NA,NA,1
"75",51,"f","andie","dietrich","3512q40y0","986",NA,"H",2
"76",51,"f","andie","dietrich","951214070","906",NA,NA,3
"77",52,"f","kaitlin","needbam","220324804","6|4","45-54",NA,1
"78",52,"f","kaitlin","needham","220324804","611",NA,NA,2
"79",52,NA,"kaitlin","needhfm","220324804","614","45-54",NA,3
"80",53,"f","emiily","boyes",NA,"t17",NA,"H",1
"81",54,"m","laklan","stephenson","326477158","61t","35-44",NA,1
"82",55,"m","jayden","campbell","864o57437","903",NA,NA,1
"83",55,NA,"jayden","cambejl","864057437","9073","25-34","E",2
"84",55,"m","jaydm","campbell","864057437","9503","25-34",NA,3
"85",56,"f","jazmine","dayes","43523987","902","20-24",NA,1
"86",57,NA,"aiden","hp","486727305","902","25-34","B",1
"87",58,"f","apri|","white","474623492","175",NA,"B",1
"88",58,"f","april","wh'lte","474623492",NA,"45-54",NA,2
"89",59,"m","joek","armfield","214743438","y17","15-19",NA,1
"90",60,"f","alexandra","quilliam","420655965",NA,NA,NA,1
"91",61,"f","samantha","van de kamp","2378141069",NA,"35-44",NA,1
"92",61,NA,"samanta","van de kamp",NA,"605","35-44","B",2
"93",61,NA,"samantha","van de kamp","237811069","605",NA,NA,3
"94",61,"f","jamantha","van de kamp","2378110698","605","35-44",NA,4
"95",62,NA,"elli","spratt","363779901","60y",NA,"G",1
"96",62,"f","elli","sprant","36377o901","607",NA,"G",2
"97",63,"m","benjamin","carbone","8529056293","9o4","35-44",NA,1
"98",63,NA,"benjamin","carbone","852906203","9o4",NA,"E",2
"99",64,NA,"jcamphell","webb","403783709","906","60-64","H",1
"100",64,"m","campbwll","webg","463783709","901","60-64","H",2
"101",64,"m","campbel1","webb","463783709","99","60-64",NA,3
"102",65,NA,"nikita","robjon","780018620","615","25-34",NA,1
"103",66,NA,"jack","coulsoyn","873419549","6o7","25-34","G",1
"104",67,"m","jonwthon","matsin","355747012","602",NA,"C",1
"105",68,"m","o5car","nobkle","200399245","646","25-34","F",1
"106",68,NA,"oscar","noule","200399q45","606","25-34","F",2
"107",69,"f","emka","thirpe","844101543","611",NA,"E",1
"108",69,NA,"emma","thordpe","844101543",NA,"35-44","E",2
"109",70,NA,"jack","paterson","287888927","906",NA,NA,1
"110",71,NA,"natham","rothe","455493290","604",NA,"B",1
"111",72,NA,"cameron","ryan","495570z22","992","25-34","C",1
"112",72,NA,"cameron","ryan","495570222","902",NA,NA,2
"113",73,"f","sarah","laczmo","80874r885",NA,"35-44","C",1
"114",73,"f","sarab","laczko","808745885",NA,"35-44",NA,2
"115",73,"f","sarw","laczko","808745885","607",NA,NA,3
"116",73,"f","sarah","laczko","8087q5885","67",NA,"C",4
"117",74,"f","erin","masen","865591531","992",NA,NA,1
"118",74,"f","er8n","masem",NA,"902","45-54","B",2
"119",75,"f","sophie","wite","416484276","61l",NA,"B",1
"120",75,NA,"soph9e","white","416484276",NA,"20-24","B",2
"121",76,"m","jory","ie","482456425",NA,"15-19",NA,1
"122",77,"f","elijs","moody","7531z6833","6o7","35-44","E",1
"123",78,"m","ryano","ryan","46674760","615",NA,"H",1
"124",79,"f","christinaa","stanley","481906578","607",NA,NA,1
"125",80,"m","etban","mcderid","325169692","617",NA,"H",1
"126",81,"m","sachin","mcdermid","849321328","6q2",NA,NA,1
"127",81,"m","sachin","mcdermid","839321328","619",NA,"B",2
"128",82,"f","emiijy","dearing","800616807","606","60-64",NA,1
"129",83,"f","alic'la","white","490543603","617","45-54",NA,1
"130",84,"m","liaz","nadels","723343517","9504","45-54",NA,1
"131",85,"m","matthe","ryan","854786742",NA,"60-64",NA,1
"132",86,"m","nathan","weniton","385510183","691",NA,NA,1
"133",87,"m","aleander","wie","820284825","602",NA,"E",1
"134",88,"m","wilson","green","874383997",NA,NA,NA,1
"135",88,"m","wilzon","green","874383997",NA,NA,"B",2
"136",89,NA,"madeleinex","collinson","805251692","617",NA,"E",1
"137",89,"f","madeleine","collinson","806251692",NA,"25-34",NA,2
"138",90,NA,"tuscany","annetta","477727147","6|1","35-44","B",1
"139",91,"f","shakura","lock","785623000","61","25-34",NA,1
"140",92,"m","lium","toonen","375663692","607",NA,"A",1
"141",93,"m","silss","sparg0","489990355","612","45-54",NA,1
