"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,NA,"erin","riean","450419895","602","15-19",NA,1
"2",2,"m","zaca","vearing","4789z1189","913","55-59",NA,1
"3",3,"f","ruhy","reicl","367720089","905","45-54",NA,1
"4",4,"f","lavla","mccarthy",NA,NA,"20-24","B",1
"5",4,"f","layla","mccarthy","338245140","60o",NA,NA,2
"6",4,NA,"lavla","mccartby","338245140","600","20-24","B",3
"7",4,"f","layla","mccarthk","338245140","693",NA,"B",4
"8",5,NA,"tiana","matthew5","267659366","90y","15-19","F",1
"9",5,NA,"tiana","matthews","267659366","90t",NA,"F",2
"10",5,NA,"tiana","rnatthews","267659366","9076","15-19","F",3
"11",6,"f","lamissa","cresp","36615428","617","35-44",NA,1
"12",6,"f","larissa","crwsp","364155428","617","35-44",NA,2
"13",7,"m","david","truman","402380548","92",NA,NA,1
"14",7,NA,"david","t5uman","402380548","902",NA,"F",2
"15",8,"m","kyle","wheatley","41741338|","61s","45-54",NA,1
"16",9,"m","fra5er","reece","71795319s","615",NA,"C",1
"17",10,"m","benjamin","green","872qz5240",NA,NA,"B",1
"18",11,"f","kaysey","webb","329943669","90y",NA,NA,1
"19",11,NA,"kaykey","webb","329943669","906",NA,"B",2
"20",11,"f","kaysey","webb","329943669","9o6",NA,NA,3
"21",12,"m","jacomb","kampbell","81568109","607","45-54","B",1
"22",13,"f","moniqe","inge","371554113","662","45-54",NA,1
"23",13,"f","monique","inke",NA,"612","45-54",NA,2
"24",13,"f","monique","inge","371554113","6|2",NA,NA,3
"25",14,"f","rebrfca","mccarthy","435435495","615","20-24",NA,1
"26",15,"m","carlin","carbone","371430258",NA,NA,NA,1
"27",16,"f","nikki","boutchard",NA,"t035",NA,"A",1
"28",17,"m","fra5er","desa","776676910","618","35-44","E",1
"29",17,"m","vraster","desa","7766779|0","618","35-44","E",2
"30",18,"f","hamnah","maynard",NA,"615",NA,"E",1
"31",18,"f","hanah","maynard","463920428","615",NA,NA,2
"32",19,NA,"amger","mason","351144219","611","45-54",NA,1
"33",20,"f","broike","mccarthy",NA,"614","45-54",NA,1
"34",20,"f","br0oke","mccarthy","35543257","614","45-54",NA,2
"35",21,"f","jessika","dolan",NA,"617","35-44",NA,1
"36",22,"f","sarah","drillink","728p98022","604",NA,"F",1
"37",22,"f","sardh","drilling","728098022","604",NA,NA,2
"38",23,NA,"jasinta","zimm","497303984","612","45-54","A",1
"39",24,NA,"amy","klemm","355775814","61l","25-34",NA,1
"40",25,"m","henrv","pilarek","262047827",NA,"45-54",NA,1
"41",25,"m","henry","pilareck","262047827","906",NA,NA,2
"42",26,NA,"jessica","colquhoun","442613419","6|7",NA,"B",1
"43",27,NA,"tans7","bullock","399439360","612","25-34",NA,1
"44",27,"f","tansy","bullock","399439360",NA,NA,NA,2
"45",28,NA,"kewley","shepberd","872634620","602","45-54","E",1
"46",29,"m","casey","herbert","259023880","6152",NA,NA,1
"47",30,"f","roij8n","jeffries","749747z52","617","35-44",NA,1
"48",31,NA,"grace","manson","445990654","90","45-54",NA,1
"49",31,"f","grace","man5on","445980654","900",NA,"A",2
"50",31,"f","grace","mans0n","445990654","900",NA,NA,3
"51",32,"f","isapella","gibi","373479722","606","45-54",NA,1
"52",32,"f","isabecla","gibb","373479722","606",NA,NA,2
"53",33,NA,"kate","moody","231945349",NA,NA,"E",1
"54",33,"f","kate","mootv","231945349","9o6",NA,"E",2
"55",34,"f","alana","white","77413352",NA,"45-54",NA,1
"56",35,"m","lucas","miles","624642212",NA,NA,"H",1
"57",35,"m","lucas","miles","72e642212",NA,"20-24",NA,2
"58",35,"m","luca5","milex","724642212","906",NA,"H",3
"59",36,"f","isabeloa","morrison","314719484","90",NA,"H",1
"60",37,"f","xloe","rwid","762465968","904",NA,"G",1
"61",37,NA,"chloue","reid","762465968","90r","25-34","G",2
"62",38,"f","aleinsha","beauman","804267680","z617",NA,"E",1
"63",38,NA,"aleisha","beaumat","804267680","617",NA,"E",2
"64",38,NA,"alsisha","beauman","804267680","617",NA,"E",3
"65",39,"f","vanessa","gogovkev","822i22600","614","35-44",NA,1
"66",39,"f","vanesaa","gogovcev","822822600","61q","35-44",NA,2
"67",40,"f","emiily","tukhanov","853561291","914",NA,NA,1
"68",41,"m","patrikk","jeffies","712665523","902",NA,"H",1
"69",42,"f","breewbne","dichiera",NA,"913","45-54",NA,1
