"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","jack","rothe","701728244","913","25-34","F",11
"2",2,"f","georgia","lomman","212446979","617","45-54","C",11
"3",3,"f","elizabeth","berry","446803676","903","55-59","F",11
"4",4,"f","ava","gillard","853880737","600","60-64","H",11
"5",5,"f","tori","kumpus","273465460","617","45-54","B",11
"6",6,"f","georgia","white","853593236","617","45-54","F",11
"7",7,"f","emiily","vassarotti","714489912","607","25-34","A",11
"8",8,"f","emiily","pembroke","771880668","605","35-44","H",11
"9",9,"m","zachary","miels","819324183","615","20-24","A",11
"10",10,"f","sonja","scarce","873233501","906","25-34","B",11
"11",11,"m","noah","secara","458172972","902","20-24","G",11
"12",12,"f","sophie","brazzalotto","253699355","913","45-54","C",11
"13",13,"f","talia","white","489746609","615","35-44","E",11
"14",14,"f","tara","coffey","499695254","902","45-54","H",11
"15",15,"f","sophie","apted","310340369","606","55-59","A",11
"16",16,"f","natalia","stephenson","803455304","606","35-44","B",11
"17",17,"m","cain","reid","800715006","614","35-44","E",11
"18",18,"f","karla","le messurier","806099361","602","35-44","C",11
"19",19,"f","madeline","toms","288335995","617","55-59","C",11
"20",20,"m","thomas","webb","736384536","607","35-44","A",11
"21",21,"f","mackenzi","couzens","771816789","614","25-34","C",11
"22",22,"f","alison","lazaroff","244580448","611","20-24","C",11
"23",23,"m","heath","dulnoan","751788300","617","55-59","B",11
"24",24,"m","charles","webb","801365517","905","35-44","E",11
"25",25,"f","brianna","clarke","329933062","905","45-54","E",11
"26",26,"m","joshua","den otter","832498340","602","25-34","C",11
"27",27,"m","lachlan","vincent","746139566","904","25-34","F",11
"28",28,"f","chelsie","godfrey","781350605","611","65p","E",11
"29",29,"f","lily","trowse","364191696","614","45-54","E",11
"30",30,"m","wilson","mo","814239979","607","45-54","E",11
"31",31,"f","abbey","hanna","724185373","611","20-24","C",11
"32",32,"m","travis","aldous","847676718","615","60-64","D",11
"33",33,"m","matthew","bullock","403561132","611","25-34","H",11
"34",34,"m","mitchell","jeffreson","796038011","617","25-34","A",11
"35",35,"m","joshua","wotton","394896549","603","25-34","C",11
"36",36,"m","riley","hutcheson","716159374","605","45-54","F",11
"37",37,"m","liam","lock","470537225","615","35-44","B",11
"38",38,"f","imogen","coleman","763967092","617","55-59","E",11
"39",39,"m","mackinley","knappstein","437951031","603","25-34","A",11
"40",40,"f","tiana","kiosses","823822707","611","35-44","H",11
"41",41,"m","trey","white","474434302","605","45-54","G",11
"42",42,"m","alexander","de angelis","714771787","906","25-34","F",11
"43",43,"m","daniel","berry","409797299","617","20-24","B",11
"44",44,"f","sascha","moyse","270807252","913","25-34","D",11
"45",45,"f","eva","kennion","238895678","903","35-44","A",11
"46",46,"f","chloe","coffey","235717606","602","45-54","H",11
"47",47,"f","chloe","white","312849167","606","20-24","C",11
"48",48,"f","jessica","faull","220137140","602","45-54","C",11
"49",49,"f","kate","westbrook","728329990","905","15-19","C",11
"50",50,"m","isaac","collinson","410772615","611","55-59","H",11
"51",51,"f","courtney","ryan","229706926","614","25-34","G",11
"52",52,"f","maria","diegan","717079604","606","45-54","H",11
"53",53,"f","shae","joannou","817982331","611","35-44","A",11
"54",54,"m","andrew","omari","792264375","913","65p","B",11
"55",55,"f","chloe","lavender","847080982","611","60-64","D",11
"56",56,"m","robert","koulianos","238214177","913","45-54","E",11
"57",57,"m","cooper","draiden","392553861","615","60-64","E",11
"58",58,"m","liam","kotowski","274368943","611","15-19","C",11
"59",59,"m","jake","nikkerud","252765963","615","25-34","B",11
"60",60,"f","tarnia","reid","799538682","904","25-34","B",11
"61",61,"m","jared","sarantopoulos","899253937","615","25-34","A",11
"62",62,"f","madison","stephenson","846044503","615","25-34","E",11
"63",63,"f","helena","rundle","717536309","614","45-54","H",11
"64",64,"m","alexander","komsic","390492832","905","45-54","C",11
"65",65,"f","talia","laing","341318750","605","45-54","E",11
"66",66,"m","harry","dreyer","436105299","603","15-19","D",11
"67",67,"f","abbey","macgowan","281521391","611","55-59","A",11
"68",68,"f","tahlia","green","228830382","602","55-59","E",11
"69",69,"f","caitlin","stephenson","375831947","617","45-54","H",11
"70",70,"m","matthew","whetstone","478935930","913","35-44","B",11
"71",71,"f","molly","pwa","321021851","617","45-54","A",11
"72",72,"m","blake","sadauskas","430405981","600","45-54","E",11
"73",73,"f","ruby","jagodnik","893838077","902","45-54","C",11
"74",74,"m","robert","mason","894302973","615","35-44","B",11
"75",75,"m","jordan","green","432523916","606","25-34","B",11
"76",76,"f","mila","shepherd","476299578","614","55-59","F",11
"77",77,"f","emiily","grossman","369391555","903","25-34","C",11
"78",78,"m","tyler","kerley","750574285","913","45-54","A",11
"79",79,"f","mikayla","eyles","851936278","904","55-59","H",11
"80",80,"m","samuel","della-robson","291325657","606","45-54","B",11
"81",81,"f","lauren","longman","380087543","615","45-54","E",11
"82",82,"m","alex","braunack","742017800","905","45-54","B",11
