"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","matthew","ztdinert","891782246",NA,NA,"F",1
"2",1,"m","matthew","steinert","891782246","61q",NA,NA,2
"3",2,"f","lily","hoffmzn",NA,"61q","25-34","B",1
"4",2,"f","lily","hoffman","490544020",NA,NA,NA,2
"5",3,"f","makenzi","de angelids","o388380774",NA,"35-44","E",1
"6",3,"f","makwnzi","de angelis","388380774","607",NA,NA,2
"7",3,"f","makenji","de angelis","38838077q","607",NA,"E",3
"8",4,"f","eiily","clarke","800468296","6l","25-34",NA,1
"9",4,"f","emiily","clarke",NA,"N",NA,"G",2
"10",4,"f","emiily","clar1<e","800468296","611",NA,NA,3
"11",5,"m","lawson","clarcke","487460240","61|",NA,"F",1
"12",6,"f","ema","snell","448301796","615",NA,NA,1
"13",6,"f","emms","snelj","448301796","6|5","45-54","B",2
"14",6,"f","emma","sel","4q83o1796","61r","45-54","B",3
"15",6,"f","emma","sneltl",NA,"615","45-54",NA,4
"16",7,"f","jes5ica","tallarida","360429272","905","60-64",NA,1
"17",7,NA,"jessica","tallarida","360429172","90","60-64",NA,2
"18",7,"f","jessica","talaarida","360429182","9o5","60-64","A",3
"19",7,"f","jessika","tallarida","369429172","905",NA,"A",4
"20",8,NA,"annabelle","kowduh","801635659","615",NA,"F",1
"21",9,"m","thomax","blackwele","739307838","617","45-54",NA,1
"22",10,"m","alexarider","grubb","295497758","90","25-34",NA,1
"23",10,"m","alexander","grubb","295497758","90e",NA,NA,2
"24",10,"m","alexander","grybb","295497758","90w",NA,"E",3
"25",11,"f","alicia","berry","847118474",NA,NA,NA,1
"26",11,NA,"alidia","berry","847118474","607",NA,"G",2
"27",12,"f","isabelle","clarke","722048146","6",NA,NA,1
"28",12,"f","isabelle","clarlce","7220481q6","621","20-24","D",2
"29",13,NA,"stamantha","weaver","707164466","614",NA,"A",1
"30",13,"f","samantha","eafer","707164e66","614","25-34",NA,2
"31",14,"f","kvra","clarke","267340888","6o","20-24",NA,1
"32",14,NA,"kyta","clarke","267140888","602","20-24","H",2
"33",14,"f","kyra","clarke",NA,NA,"20-24",NA,3
"34",15,"f","elyssw","reid","73944505","9027","25-34","E",1
"35",15,"f","elyssee","reid","39449505","90z","25-34","E",2
"36",15,NA,"elysse","rid","739449s05","902","25-34","E",3
"37",15,"f","elysse","reid",NA,"90lz",NA,"E",4
"38",16,NA,"jordan","matthews","452128389","908",NA,"D",1
"39",17,"f","ebony","green","2536634","611",NA,NA,1
"40",18,"m","ben","reece","282894286",NA,NA,NA,1
"41",18,"m","ben","reece","2828q4286","905",NA,"H",2
"42",18,"m","bes","reece","282894286","906",NA,NA,3
"43",18,NA,"pen","reece","28289426","906","35-44","H",4
"44",19,NA,"alicq","weller","763489350","6025","15-19","A",1
"45",19,NA,"alice","weller","76348g350","605","15-19",NA,2
"46",20,"f","lily","pardsy","276945609","615",NA,NA,1
"47",21,"f","elisa","bouskitl",NA,"913","35-44","H",1
"48",22,NA,"charlse","burford","840739707","611","25-34",NA,1
"49",23,"f","madison","spice","279136606","905",NA,NA,1
"50",23,NA,"madison","spjcer","279136606","905","25-34",NA,2
"51",24,"m","hardison","newbound","270401006",NA,"25-34",NA,1
"52",24,NA,"harrison","newbound",NA,"617",NA,"G",2
"53",24,NA,"harrison","newbound","270401006",NA,NA,"G",3
"54",25,"m","jean-claude","green","816623g18",NA,NA,"F",1
"55",26,NA,"emma","clarke","752353411","603","45-54",NA,1
"56",26,"f","ema","carke","762353411",NA,"45-54","E",2
"57",26,"f","emma","clarke","7623s3411","605",NA,"E",3
"58",26,NA,"emm","clarke","762353411","603",NA,"E",4
"59",27,"m","lachlan","gillard","286292809","04",NA,NA,1
"60",28,"m","josbua","majon","890719620","615",NA,"H",1
"61",28,"m","joshva","masori","890719620","615","15-19",NA,2
"62",28,"m","jozhua","mason","890718620","615",NA,"H",3
"63",28,NA,"joshua","mason","o890719620","615",NA,"H",4
"64",28,"m","joshua","maspn","890719622","6q5","15-19","H",5
"65",29,NA,"natalie","whisson","881806098",NA,NA,"A",1
"66",29,NA,"nadalie","whisson","881806098","617","35-44",NA,2
"67",29,"f","natalie","whissson","881806098",NA,NA,"A",3
"68",29,"f","natalie","whisson","88|806098","617",NA,NA,4
"69",30,"f","hannah","white","26276010o",NA,"20-24",NA,1
"70",30,"f","hambah","white",NA,"994","20-24","H",2
"71",31,"f","takeisha","fairbrass-king","766280901",NA,NA,NA,1
"72",32,NA,"jeremy","hylatncl","497901257","615","20-24",NA,1
"73",32,NA,"jeremy","hyoand","497901257","615","20-24",NA,2
"74",32,"m","jeremy","hyland","4979701257","6159",NA,"D",3
"75",32,"m","jeremy","hyland","497991z57",NA,NA,"D",4
"76",32,NA,"jeremy","hylant","4gu901257","615","20-24","D",5
"77",33,"m","kyste","camp1>ell","369260129","60l","45-54","D",1
"78",33,"m","ky|e","kampbell","369260129",NA,"45-54","D",2
"79",33,"m","kyle","campbel","369260l29","601","45-54",NA,3
"80",33,NA,"kyle","campbel","369260129","601","45-54",NA,4
"81",33,"m","kyle","campell","36926012q","601","45-54",NA,5
"82",34,"m","dhomas","mcclozkey","258324744","913","45-54",NA,1
"83",34,"m","thomas","mcclozkey",NA,"9193","45-54","B",2
"84",35,"f","cassandra","paterjon","274231500","6023",NA,"B",1
"85",36,"f","darcie","clqrke","389340262","60o","25-34",NA,1
"86",36,NA,"dafcie","clarke","3893r0262","600","25-34","A",2
"87",37,"f","kiara","thrddgold","324060993",NA,"45-54",NA,1
"88",37,"f","ckyara","thredgo1d","324060993","602",NA,"B",2
"89",37,NA,"kidara","thredg0ld","324060993","602","45-54","B",3
"90",37,"f","kiara","thredg0ld","324060993","60z","45-54",NA,4
"91",38,NA,"jonsthon","manfield",NA,"606","55-59","B",1
"92",38,"m","zonathon","manfield",NA,"607","55-59","B",2
"93",39,NA,"chantele","boyes","220401671","6","20-24","H",1
"94",39,"f","chantelle","boyej","220401671","60","20-24",NA,2
"95",39,"f","chantelle","bovez",NA,"602",NA,"H",3
"96",40,NA,"tanyshah","gren","344888072","612","55-59",NA,1
"97",40,"f","tanyshah","greien","34q888072","612","55-59",NA,2
"98",40,"f","tany5hah","green","384488807z","612",NA,"D",3
"99",40,"f","tanyshah","grbeen","344888072","612",NA,NA,4
"100",41,"f","mia","matthews","7756o4535","93","35-44",NA,1
"101",41,"f","mya","matthews","775604525","913","35-44",NA,2
"102",41,"f","mia","matthews","775604535",NA,NA,NA,3
"103",42,NA,"benjamin","whide","837722891","605","45-54",NA,1
"104",42,NA,"benjamin","white","837722891","605",NA,NA,2
"105",43,"f","emia","mcmgregor","824633135","9075","35-44","E",1
"106",43,"f","emma","mcgregor","u24633135","904",NA,"E",2
"107",44,"f","layla","thurlow","o323150207","61","35-44",NA,1
"108",44,NA,"layla","thurqow","323150207","611","35-44",NA,2
"109",45,NA,"abivail","shadbolt","834833677","603",NA,"H",1
"110",45,"f","abigagl","shadbolt","834833677",NA,NA,"H",2
"111",46,"m","liam","pettirove","8947472381","617","35-44",NA,1
"112",46,NA,"liam","pettigrov","894472381","617",NA,"A",2
"113",46,"m","lias","pettigrove",NA,"617","35-44",NA,3
"114",47,NA,"rosa","mo0dy","249873355","03","20-24","D",1
"115",47,NA,"rosa","moody","249873355",NA,NA,"D",2
"116",48,"m","je","kappe","285551347","904","25-34",NA,1
"117",48,"m","jecl","kajppe","285554347","904","25-34",NA,2
"118",49,"m","jaczb","elphick","430864103","91w",NA,"C",1
"119",49,NA,"jacob","elphick","430864103","913",NA,NA,2
"120",50,"m","jamen","hern",NA,NA,"25-34","D",1
"121",50,"m","james","herj","431196244","913",NA,"D",2
"122",50,NA,"jamnes","hern","431186244","913",NA,"D",3
"123",50,NA,"james","hem","431186244","NAg","25-34","D",4
"124",51,NA,"amy","maniv0ne",NA,"611","60-64","F",1
"125",52,"m","ayden","mccarthy","29g245442","6l7",NA,"C",1
"126",52,"m","ayden","mccaahthy","299245442","617",NA,NA,2
"127",52,"m","ayten","mccazrthy","299245442","617","25-34",NA,3
"128",52,NA,"aydewm","mccarthy","299245442","6l7","25-34","C",4
"129",53,NA,"imozen","dixon","778108082","607","60-64",NA,1
"130",53,NA,"im0gem","dixon","778108082","650u","60-64","H",2
"131",54,NA,"deam","northway","817525235","904","35-44","F",1
