"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"f","mila","paine","337478467","903","45-54","D",11
"2",2,"m","jackson","hendricks","772857212","612","25-34","B",11
"3",3,"m","zach","hilton","449334000","614","35-44","F",11
"4",4,"f","alyssa","bligh","410942340","602","45-54","D",11
"5",5,"f","brigette","noble","445540369","611","45-54","H",11
"6",6,"f","brooke","kovacic","878637510","614","45-54","H",11
"7",7,"f","sarah","hutcheson","847894775","904","35-44","H",11
"8",8,"f","grace","askell-wilson","304335169","600","35-44","C",11
"9",9,"m","daniel","campbell","816214266","905","45-54","B",11
"10",10,"f","mia","mccarthy","319511261","905","45-54","H",11
"11",11,"m","nathan","blackwell","264877193","603","60-64","F",11
"12",12,"m","fraser","tu","376299079","617","25-34","D",11
"13",13,"m","benjamin","siviour","824412293","905","20-24","D",11
"14",14,"m","jacob","rankine","365962320","602","55-59","F",11
"15",15,"m","michael","hazell","718245810","611","45-54","C",11
"16",16,"m","max","kennealy","743254845","912","45-54","D",11
"17",17,"m","izaac","satterley","245889938","602","45-54","E",11
"18",18,"m","connor","geraghty","391351175","605","65p","D",11
"19",19,"f","caitlin","bykow","836606656","602","20-24","F",11
"20",20,"f","emiily","corrie","445316203","617","60-64","B",11
"21",21,"m","lachlan","maynard","826388136","605","35-44","D",11
"22",22,"f","portia","paterson","485408742","607","35-44","C",11
"23",23,"f","georgia","ariuu","870659343","913","25-34","C",11
"24",24,"m","jack","rossler","443259060","905","35-44","E",11
"25",25,"m","jayden","stephenson","370162377","605","25-34","B",11
"26",26,"f","annabelle","moorby","348840216","611","45-54","B",11
"27",27,"f","paris","manger","461552643","606","25-34","E",11
"28",28,"m","patrick","boccabella","466753514","600","45-54","A",11
"29",29,"f","ruby","white","405429448","903","45-54","C",11
"30",30,"f","jenna","mccarthy","329097472","617","15-19","F",11
"31",31,"f","callie","abraha","700488654","602","25-34","F",11
"32",32,"f","samara","hope","456534829","612","60-64","F",11
"33",33,"f","alana","koulianos","752525741","902","15-19","F",11
"34",34,"f","jessica","michelmore","410424127","905","25-34","A",11
"35",35,"f","ashleigh","pennycuick","269018498","602","25-34","B",11
"36",36,"m","joshua","bruhn","762467704","902","45-54","B",11
"37",37,"f","katelin","mcgarrigan","765499329","905","55-59","H",11
"38",38,"f","ruby","rees","235851361","913","35-44","H",11
"39",39,"f","abby","campbell","414132382","617","45-54","D",11
"40",40,"m","ned","white","894213546","904","25-34","C",11
"41",41,"m","braedon","green","450784711","913","65p","C",11
"42",42,"f","isabella","durbridge","392259163","605","15-19","E",11
"43",43,"f","georgia","lodge","274160788","607","25-34","B",11
"44",44,"m","adam","butt","773242859","905","60-64","B",11
"45",45,"m","jesse","rawlings","286538943","612","60-64","G",11
"46",46,"m","isaac","ottewell","264200216","612","25-34","B",11
"47",47,"m","jack","burford","289250004","902","35-44","H",11
"48",48,"f","cambell","marshman","301340256","617","15-19","C",11
"49",49,"m","ash","lihou","486795010","607","20-24","D",11
"50",50,"m","harry","white","428100637","606","25-34","B",11
"51",51,"m","andrew","clarke","419795468","617","35-44","B",11
"52",52,"m","christian","george","247058661","607","20-24","D",11
"53",53,"f","samantha","coleman","830013295","615","25-34","B",11
"54",54,"f","phoebe","stanfield","739191202","615","35-44","E",11
"55",55,"m","dylan","allen mckenzie","212333363","602","45-54","E",11
"56",56,"f","jade","bradshaw","801985149","602","35-44","B",11
"57",57,"f","rachel","robson","302537071","615","25-34","B",11
"58",58,"m","jordan","weller","709795457","607","15-19","H",11
"59",59,"f","chelsea","hefford","478402319","602","65p","A",11
"60",60,"f","sophie","pettingill","477199288","612","25-34","E",11
"61",61,"m","cooper","thredgold","318757276","905","25-34","A",11
"62",62,"m","michael","eves","892218080","615","25-34","E",11
"63",63,"f","julia","benjamin","860756303","903","55-59","E",11
"64",64,"f","demie","sherriff","757667257","602","25-34","B",11
"65",65,"f","amber","nguyen","328299139","604","35-44","A",11
"66",66,"m","lachlan","white","230414124","602","20-24","E",11
"67",67,"m","jared","coleman","396415238","902","25-34","H",11
"68",68,"f","tahnee","lindholm","775727998","617","25-34","B",11
"69",69,"m","zachary","de judicibus","860805658","602","35-44","B",11
"70",70,"m","callum","ryan","249060119","615","55-59","H",11
"71",71,"f","ella","tuckwell","814972886","905","25-34","C",11
"72",72,"f","chloe","reid","283124500","615","25-34","H",11
"73",73,"m","barkly","ovens","440291630","602","25-34","D",11
"74",74,"m","sachin","clarke","849060402","906","25-34","B",11
"75",75,"m","mark","green","803826797","611","20-24","H",11
"76",76,"f","felicity","mayer","204222345","615","60-64","B",11
"77",77,"m","gianni","blewett","424027857","615","60-64","D",11
"78",78,"f","emiily","steed","392241827","905","60-64","D",11
"79",79,"m","william","hague","248372211","606","20-24","A",11
"80",80,"m","jayden","hanretty","811342300","615","25-34","B",11
"81",81,"m","zac","hyland","333589149","606","55-59","E",11
"82",82,"m","joel","green","782622601","617","25-34","F",11
"83",83,"f","georgia","burford","425751475","904","25-34","F",11
"84",84,"m","nicholas","berry","288605516","615","45-54","B",11
"85",85,"m","trevor","lambertus","487159470","913","35-44","A",11
"86",86,"f","tara","benger","246795245","602","25-34","D",11
"87",87,"f","layla","dixon","451759649","903","35-44","A",11
"88",88,"m","edward","zilm","748855104","617","25-34","C",11
"89",89,"f","harriet","steers","247352452","903","25-34","B",11
"90",90,"f","mia","berry","342363075","602","20-24","C",11
"91",91,"f","eliza","green","723916725","615","35-44","G",11
"92",92,"m","thomas","hingston","442557804","612","15-19","F",11
"93",93,"f","isabella","gillard","487623614","607","45-54","C",11
"94",94,"m","lachlan","green","329085161","614","65p","C",11
"95",95,"m","jai","colquhoun","797916849","615","45-54","D",11
"96",96,"f","monique","whetton","772744618","615","45-54","H",11
"97",97,"m","jack","chittinoori","417474872","615","15-19","F",11
"98",98,"f","giaan","maynard","899909714","905","35-44","F",11
"99",99,"m","jordan","morrison","321616213","602","15-19","H",11
"100",100,"m","joshua","jeffries","444686201","615","35-44","B",11
"101",101,"f","alessandria","ryan","725596870","607","55-59","H",11
"102",102,"f","lily","chorley","449180880","607","35-44","B",11
"103",103,"m","dylan","lodge","746707063","913","15-19","F",11
"104",104,"m","harry","lamberton","414913960","904","60-64","G",11
"105",105,"m","mitchell","green","871580998","615","45-54","A",11
"106",106,"m","evan","clarke","751356873","905","35-44","C",11
"107",107,"m","finley","rankine","447288931","906","65p","C",11
"108",108,"m","brody","roxburgh","401647191","913","45-54","A",11
"109",109,"m","connor","ma","836634788","612","25-34","C",11
"110",110,"m","mitchell","ryan","841328159","615","35-44","B",11
"111",111,"f","sarah","koppan","364153919","905","55-59","E",11
"112",112,"m","max","hedaux","200340908","617","60-64","E",11
"113",113,"m","samuel","campbell","353530625","606","35-44","B",11
"114",114,"f","alaiyah","white","724992363","905","25-34","B",11
"115",115,"f","alicia","banful","372494651","904","25-34","B",11
"116",116,"m","toby","curry","225965063","906","60-64","G",11
"117",117,"m","brodie","bocchino","435167641","611","45-54","D",11
"118",118,"m","christian","clarke","848229084","607","35-44","E",11
"119",119,"m","mitchell","white","822517631","605","25-34","A",11
"120",120,"m","gus","pinto","428787281","615","25-34","F",11
"121",121,"f","madison","piazza","447483264","905","45-54","A",11
"122",122,"f","molly","jolly","432387309","904","45-54","B",11
"123",123,"m","connor","gaskin","352429006","617","35-44","H",11
"124",124,"m","finley","nguyen","838722247","615","45-54","C",11
"125",125,"f","grace","burford","733458700","615","35-44","D",11
"126",126,"f","sophie","mason","379760279","615","60-64","H",11
"127",127,"f","sophie","rook","763915498","606","45-54","E",11
"128",128,"m","james","feast","870270988","905","60-64","D",11
"129",129,"f","bella","rau","804651861","606","35-44","B",11
"130",130,"f","alessandra","zilm","292898148","602","60-64","C",11
"131",131,"f","amy","hobson","828075647","617","35-44","B",11
"132",132,"f","amelie","lazaroff","386814860","904","20-24","D",11
"133",133,"m","timothy","ledwell","770370961","604","35-44","D",11
"134",134,"f","georgina","cochrane","774110051","607","25-34","E",11
"135",135,"m","jasper","vincent","395560604","905","45-54","E",11
"136",136,"f","tegan","beckwith","869883063","614","15-19","G",11
"137",137,"f","shelby","chandler","354251746","615","45-54","E",11
"138",138,"f","april","hope","246207236","913","45-54","E",11
"139",139,"f","katelyn","lock","834752397","611","15-19","D",11
"140",140,"m","andrew","feast","797147947","615","25-34","B",11
"141",141,"f","isabella","morcom","708529006","611","65p","G",11
"142",142,"f","trinity","crossman","485278020","902","35-44","H",11
"143",143,"f","bailee","szysz","485839355","615","45-54","E",11
"144",144,"m","lucas","matthews","465654748","602","45-54","E",11
"145",145,"f","imogen","crimes","439215481","605","35-44","D",11
"146",146,"f","tara","dearing","444436955","913","20-24","H",11
"147",147,"m","archer","ryan","375443007","615","45-54","D",11
"148",148,"m","isaac","rothe","757580598","614","35-44","E",11
"149",149,"f","charlotte","shadbolt","457732241","607","25-34","E",11
"150",150,"m","benjamin","sepiol","375883382","605","25-34","E",11
"151",151,"m","harrison","blackwell","207959693","602","45-54","B",11
"152",152,"f","summer","vorstenbosch","763054925","913","25-34","H",11
"153",153,"f","olivia","reid","209168501","913","35-44","A",11
"154",154,"f","maddison","menzies","459707618","607","25-34","B",11
"155",155,"f","meg","wasley","396949011","906","45-54","B",11
"156",156,"f","kiara","shepherd","441111267","604","15-19","C",11
"157",157,"m","daen","leon","280781090","615","35-44","B",11
"158",158,"m","coby","bucholtz","824361706","617","60-64","B",11
"159",159,"f","rosie","mccarthy","757278343","615","25-34","C",11
