"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","nathan","clarke","84772q147","61","35-44",NA,1
"2",2,"m","kynan","koleman","447563687","61501",NA,"F",1
"3",3,NA,"georgia","clarke","821838258","913","45-54",NA,1
"4",4,"f","courtbey","whitis","o723973735","600","20-24","C",1
"5",4,"f","courtney","white","72397q735","60o","20-24",NA,2
"6",5,"m","aidzn","pzterson","802482595","6175","25-34","A",1
"7",6,"m","thomas","white",NA,"90z",NA,"G",1
"8",7,"m","konstantinos","wotton","388835q91","606",NA,"H",1
"9",8,"f","katbleen","fernance","890488209","906",NA,"E",1
"10",9,"f","caitlin","jeveies","468849098","61l","35-44","D",1
"11",9,"f","kaitlin","jeffries","46884998","611",NA,"D",2
"12",9,"f","caitlin","jeffries","468849298","611",NA,NA,3
"13",9,"f","caitlin","jeffries","468849998","61l",NA,NA,4
"14",10,"f","alysss","neuendorf","509950308","617",NA,"H",1
"15",10,"f","alhssa","neuendorf","709o50308","617","55-59",NA,2
"16",11,"m","liam","pulfohd","421680066","615","15-19",NA,1
"17",12,NA,"katelyn","braithwaite",NA,"618","15-19","F",1
"18",13,"f","georgia","leslie","327560029",NA,"35-44",NA,1
"19",13,NA,"georgia","clealie","327660029","615","35-44",NA,2
"20",14,"f","ludy","white","229323563","611",NA,NA,1
"21",15,"f","elise","pellchambers","40304y237","515","45-54","B",1
"22",16,"f","danielle","mccarthy","236l24190","902",NA,NA,1
"23",16,"f","danielle","mccarthy",NA,"902",NA,NA,2
"24",17,NA,"lachlan","gillard","411233169","905",NA,NA,1
"25",18,"f","ella","dhrift","307333282","614",NA,NA,1
"26",19,"m","wilson","garretty","731yz3525","614",NA,"C",1
"27",20,"f","caitlin","engst","852829185","3603",NA,"A",1
"28",21,"f","sthay","webh",NA,"906","45-54","E",1
"29",21,"f","sau","webb","291434033",NA,"45-54",NA,2
"30",22,NA,"william","dichiera","38237476","607","45-54",NA,1
"31",22,"m","william","dichiers","348237476","627","45-54",NA,2
"32",22,"m","illiam","dicsiera","348237476","607",NA,"H",3
"33",23,NA,"cade","nygaard","867520611",NA,NA,"C",1
"34",24,"m","zoel","n:colle","878779391","913","25-34",NA,1
"35",25,"f","taylor","beaile","32z071137","615","65p",NA,1
"36",26,"m","devan","egfle5tone","35291i754","615","45-54",NA,1
"37",26,"m","devae","egglestone","352918754","615",NA,NA,2
"38",27,"f","lauhen","jjng","361443750","9053","65p","B",1
"39",27,NA,"laureri","jiang",NA,"903","65p","B",2
"40",28,NA,"jezsica","welker","276462540","906","35-44","E",1
"41",29,NA,"henjamin","edmeades","479646231","603","35-44",NA,1
"42",30,NA,"carly","neophyton",NA,"604",NA,"B",1
"43",30,"f","carly","neophyton","308t3376z","6o4",NA,"B",2
"44",31,"f","sara-louise","shepheed","798717434","9014","25-34",NA,1
"45",32,"m","oliver","rid","70090q959","615",NA,"B",1
"46",33,NA,"sarah","hofvman","462859343","90r","15-19","H",1
"47",34,"m","thomas","ho","283511852","60z",NA,NA,1
"48",34,NA,"thomas","ho",NA,"602","35-44",NA,2
"49",35,NA,"lauren","thorpe","78042131","6|5","35-44","H",1
"50",35,NA,"lauren","thorpe","780042|31","615",NA,"H",2
"51",36,"m","taie","carpanzano","482517614",NA,"45-54",NA,1
"52",37,NA,"kristib","simmonds","4600w6078","612","35-44","D",1
"53",38,NA,"sophie","musolino","854192791",NA,"35-44","E",1
"54",39,"f","elloui5e","greenleaf","354866855","603",NA,NA,1
"55",40,"m","adam","paterson","3262907o4","912",NA,"H",1
"56",41,"m","ashey","stubbs","780286398","615","20-24",NA,1
"57",41,NA,"ashley","stvbbs","780i86398","615","20-24","B",2
"58",42,"m","archer","ploughmoan","4076o881","615",NA,"D",1
"59",43,"m","roy","camp","3s3136876","612",NA,NA,1
"60",44,"f","jacqueiline","whiteley","231262592","604",NA,"D",1
"61",45,"f","gabrielle","bishop","373669q29","9o4","25-34",NA,1
"62",46,"f","isabella","schmocker","8054z0412","964",NA,"C",1
"63",47,NA,"ali5ha","yee","201769643","61","35-44","A",1
"64",48,"m","william","bochmann","329788149","6167",NA,NA,1
"65",49,"m","kale","trunks",NA,"6|q","35-44",NA,1
"66",50,"m","alexander","hulands","78182q166","9606","35-44",NA,1
"67",567,"f","elle","clarke","483089435","604","55-59","D",11
"68",568,"f","gabrielle","david","390577785","903","55-59","G",11
"69",569,"m","cameron","shepherd","723534660","605","45-54","E",11
"70",570,"f","katelyn","webb","217237547","906","55-59","A",11
"71",571,"f","shai","hemmings","842153102","614","45-54","D",11
"72",572,"f","sana","tomney","474889759","913","25-34","B",11
"73",573,"m","logan","paraskis","230223940","602","25-34","F",11
"74",574,"m","james","alderson","764347345","607","60-64","B",11
"75",575,"m","callum","farnham","202066506","902","45-54","H",11
"76",576,"f","madison","white","492844518","904","55-59","C",11
"77",577,"m","shane","beattie","297362459","607","35-44","H",11
"78",578,"f","emiily","aldous","792153378","611","25-34","C",11
"79",579,"f","chelsea","morrison","732596076","905","55-59","D",11
"80",580,"f","jinni","grafton","208163146","615","20-24","G",11
"81",581,"f","brooklyn","hannagan","419365797","605","25-34","B",11
"82",582,"f","emma","clarke","771709328","906","25-34","A",11
"83",583,"m","patrick","noyce","890745676","615","25-34","A",11
"84",584,"f","ruby","shepherd","830190037","906","25-34","E",11
"85",585,"f","natalie","belperio","252558246","612","45-54","D",11
"86",586,"f","tayah","kerkhoff","378099656","607","45-54","F",11
"87",587,"f","maddison","berry","784806847","617","45-54","D",11
"88",588,"m","levi","white","749396577","606","45-54","B",11
