"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","lachlan","campbell","308095020","903","65p","H",11
"2",2,"f","destynii","coolahan","487186507","906","35-44","A",11
"3",3,"m","lucas","richmond","346646059","904","25-34","B",11
"4",4,"m","oliver","nguyen","409617696","905","20-24","H",11
"5",5,"f","georgia","norton-baker","808680148","913","45-54","D",11
"6",6,"f","juliana","lodge","766935640","904","25-34","F",11
"7",7,"m","robin","kranz","834926483","903","15-19","F",11
"8",8,"m","bryce","noble","424083652","615","25-34","E",11
"9",9,"f","victoria","clarke","366045452","612","35-44","F",11
"10",10,"m","joel","stanfield","394041993","604","20-24","D",11
"11",11,"m","heath","white","713319306","604","35-44","B",11
"12",12,"m","benjamin","marris","434512539","902","35-44","C",11
"13",13,"f","mhary","valiyff","840375226","611","25-34","A",11
"14",14,"f","sara-louise","white","488843990","621","45-54","G",11
"15",15,"m","cooper","lazaroff","821261409","905","35-44","C",11
"16",16,"m","todd","matthews","842217491","605","45-54","E",11
"17",17,"m","kyle","spark","855286701","602","35-44","E",11
"18",18,"m","lucas","mason","725403625","905","25-34","H",11
"19",19,"f","chelsea","vlassopoulos","229930250","601","35-44","B",11
"20",20,"f","sophie","mager","381764550","913","45-54","B",11
"21",21,"f","sarah","heron","841888379","615","35-44","A",11
"22",22,"f","karissa","ballantyne","760472526","617","45-54","B",11
"23",23,"f","sarah","matthews","410336482","904","25-34","B",11
"24",24,"f","alana","kerley","479570472","913","45-54","C",11
"25",25,"f","skye","robson","772164473","900","60-64","H",11
"26",26,"m","kyle","mcphail","478158975","903","45-54","B",11
"27",27,"f","jessica","leslie","708615685","617","65p","E",11
"28",28,"m","braedon","mccarthy","793186770","905","35-44","G",11
"29",29,"m","harry","hirzel","775183186","615","20-24","B",11
"30",30,"m","alex","nickolai","257980507","602","60-64","G",11
"31",31,"f","holly","cochrane","456169084","614","35-44","A",11
"32",32,"f","ashleigh","armfield","285818386","913","25-34","G",11
"33",33,"m","daniel","emerton","846257947","615","35-44","H",11
"34",34,"m","samuel","bloomfield","402835415","615","25-34","C",11
"35",35,"m","kale","green","236281996","612","35-44","F",11
"36",36,"m","kyle","lowry","421560311","606","45-54","B",11
"37",37,"f","ebony","clarke","271108518","906","35-44","G",11
"38",38,"m","gregory","landone","217691592","617","15-19","F",11
"39",39,"m","brodee","kasinathan","797919560","602","45-54","A",11
"40",40,"f","alisha","mason","361071277","606","55-59","D",11
"41",41,"m","jack","vassal","200577297","612","35-44","F",11
"42",42,"m","liam","hammill","878334366","905","60-64","A",11
"43",43,"f","juliana","lock","730744159","903","35-44","A",11
"44",44,"f","ruby","green","717968755","611","25-34","C",11
"45",45,"m","levi","green","752955198","617","45-54","E",11
"46",46,"f","courtney","matson","466756960","600","45-54","A",11
"47",47,"m","michael","dixon","429659817","913","25-34","G",11
"48",48,"f","megan","nguyen","376981106","905","55-59","G",11
"49",49,"m","rourke","green","822420967","611","25-34","H",11
"50",50,"f","emiily","mcgurk","283279071","603","45-54","B",11
"51",51,"f","monique","donaldson","398667864","617","20-24","C",11
"52",52,"m","michael","white","459401021","606","45-54","C",11
"53",53,"f","sarah","schumann","780288266","913","35-44","C",11
"54",54,"m","kadin","leicester","259398876","607","35-44","C",11
"55",55,"f","samantha","bevis","329382963","902","45-54","A",11
"56",56,"m","michael","nguyen","309352427","611","20-24","B",11
"57",57,"m","arren","stubbs","295840746","604","65p","E",11
"58",58,"f","joanna","priest","332253494","606","60-64","A",11
"59",59,"f","olivia","bodman","824037900","614","45-54","B",11
"60",60,"m","andrew","knowling","866245561","615","20-24","C",11
"61",61,"f","alexandra","margush","891232441","905","35-44","C",11
"62",62,"m","trey","callahan","716572158","906","35-44","C",11
"63",63,"m","kyle","abolf","720306915","913","25-34","C",11
"64",64,"f","teal","valentini","414481145","607","25-34","G",11
"65",65,"m","jacob","huggins","429978922","906","25-34","C",11
"66",66,"f","hannah","mcphail","767429623","607","55-59","B",11
"67",67,"m","john-paul","matthews","865134632","902","35-44","C",11
"68",68,"f","teresa","reid","803176518","614","20-24","F",11
"69",69,"f","naomi","monteleone","879796985","902","60-64","A",11
"70",70,"f","samantha","wurm","727647862","605","25-34","B",11
"71",71,"f","isabella","goldsworthy","490102428","615","15-19","C",11
"72",72,"m","sam","blowes","703143349","617","35-44","G",11
"73",73,"m","noah","ryan","239547405","614","35-44","F",11
"74",74,"m","joshua","suslin","399692643","607","25-34","F",11
"75",75,"m","ned","moutsatsos","764481678","607","45-54","B",11
"76",76,"f","holly","linssen","328680564","607","15-19","H",11
"77",77,"m","zane","clarke","701431509","615","60-64","E",11
"78",78,"f","hayley","white","424925868","602","55-59","E",11
"79",79,"m","jake","steers","398844976","612","15-19","F",11
"80",80,"m","aidan","reid","298975556","615","35-44","B",11
"81",81,"m","bailey","mason","201433236","612","35-44","E",11
"82",82,"f","aleisha","veit","783890151","615","35-44","C",11
"83",83,"m","aidan","green","271994284","605","25-34","C",11
"84",84,"f","lucy","burman","443935722","906","35-44","E",11
"85",85,"m","daniel","pamnany","843004081","904","35-44","A",11
