"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"f","kather:ne","chandler","3q1894825","611",NA,"C",1
"2",1,"f","katherine","chandleah","31q8948z5","6|1","45-54","C",2
"3",2,NA,"jo3l","noack","457641801","615",NA,"E",1
"4",2,NA,"joel","noack","457641801",NA,NA,"E",2
"5",3,NA,"joshua","stephemson","834267926","902",NA,"E",1
"6",3,"m","joshua","stefenson","o83426926","902",NA,"E",2
"7",4,"m","lucas","clake","81941637","6014","25-34","G",1
"8",4,"m","lucas","clarke","811941637","60w",NA,NA,2
"9",4,"m","lucas","clarke","811941637","6044",NA,NA,3
"10",5,NA,"nathan","pilja","786742235","611",NA,NA,1
"11",6,"f","chdrlotte","morriso","867859519","906","25-34","C",1
"12",6,"f","charlotte","morrison","867856219","900",NA,"C",2
"13",6,"f","charlotte","morrison","867846519","905",NA,"C",3
"14",6,"f","charlotte","morrison",NA,"906",NA,NA,4
"15",6,NA,"chalotte","morrison","867856519","906","25-34",NA,5
"16",7,NA,"fraser","wh:te","44572769o","620","45-54","G",1
"17",7,"m","f5aser","white","445727690","62o",NA,"G",2
"18",7,"m","fraser","whiie","445727690","620",NA,NA,3
"19",8,"m","oliver","maynard",NA,"602",NA,NA,1
"20",8,"m","oliver","maynard","218467654","60z",NA,NA,2
"21",8,NA,"oliver","maynard",NA,"692","60-64","B",3
"22",8,"m","oliver","maynard","2184667654","602",NA,NA,4
"23",9,"m","matthew","wall","761235o18","605",NA,"B",1
"24",9,"m","matthew","wallst","761235018","60s",NA,"B",2
"25",9,"m","matyhew","wlls","761235018","605","25-34",NA,3
"26",9,"m","matthew","walls","761235018","606",NA,NA,4
"27",9,NA,"matthew","wal1s","761235018",NA,"25-34","B",5
"28",10,NA,"kelsey","kreen","424294586","615",NA,"B",1
"29",10,"f","kelzev","green","424294586",NA,"45-54",NA,2
"30",11,"f","charlotte","reid","73046z123","6ot","25-34",NA,1
"31",12,"m","jams","goldseorthy","729349538",NA,"45-54","B",1
"32",12,NA,"jams","goldswothy","729349538","606","45-54","B",2
"33",12,"m","james","goldsworthy","729349538","60y",NA,NA,3
"34",13,"f","amy","verc0","737880585",NA,NA,"C",1
"35",13,"f","amz","verco","737880585",NA,"35-44",NA,2
"36",14,"m","thomss","grsrn","754986099","627","60-64","A",1
"37",14,"m","th0mas","green","754986099","6l7",NA,"A",2
"38",15,"f","timara","steed","462440s40","617",NA,NA,1
"39",15,"f","timara","steed","46244o540","6q7",NA,"A",2
"40",16,"m","natyan","kalka","847984936",NA,NA,"C",1
"41",16,NA,"nathab","kalka","847984936","804","45-54","C",2
"42",17,"f","katelin","polowy","2l7124269",NA,NA,"C",1
"43",18,"m","jayden","lomman",NA,"61s",NA,"D",1
"44",18,NA,"jayden","lomman","319532668","614",NA,NA,2
"45",18,"m","jayden","lommn",NA,"614",NA,"D",3
"46",18,NA,"jayden","l0mman","319532668",NA,"55-59","D",4
"47",19,"m","san","green",NA,"605","60-64",NA,1
"48",19,"m","sam","greej",NA,NA,"60-64","H",2
"49",19,NA,"sam","green","298490|76","605",NA,"H",3
"50",19,"m","samu","grden","298490176","605","60-64",NA,4
"51",19,"m","sum","green","298490176",NA,"60-64",NA,5
"52",20,"f","kaitlin","haythorpe","263730458","61s",NA,NA,1
"53",20,"f","kaidlin","haytborpe","263730458",NA,"35-44","A",2
"54",20,"f","kaitlin","haythorpe","263730r58","725",NA,"A",3
"55",20,"f","kaidlin","aythorpe","263730458","615",NA,"A",4
"56",21,"m","th0maj","martinovik","865317y50","902","35-44","C",1
"57",22,"f","bridget","hartington",NA,"6l7","35-44","C",1
"58",22,"f","bridget","hrrington","8643945661","617",NA,"C",2
"59",22,"f","brisget","harrington","864345661","6q7",NA,"C",3
"60",23,"m","tasman","grainger","846658674","91",NA,NA,1
"61",23,"m","tasman","grajnger",NA,"914","35-44",NA,2
"62",24,"f","hannach","pott","492808643","600",NA,"G",1
"63",24,"f","hannah","poritt","e92808643","600",NA,"G",2
"64",24,"f","hannah","pontt","492808643","60p",NA,NA,3
"65",24,"f","hannaj","pontt","4928p8643","600",NA,"G",4
"66",25,NA,"jame","ryan","823998011",NA,"20-24","C",1
"67",25,NA,"james","ryan","823998011","6022",NA,"C",2
"68",26,"f","ruby","shaporo","252377407",NA,NA,"C",1
"69",27,NA,"harry","reid","3554731710","9o2","45-54","E",1
"70",27,"m","harry","reid",NA,"9o2",NA,"E",2
"71",27,"m","harry","reit","35547110","902",NA,"E",3
"72",28,"f","phoehe","greuen","287258565",NA,"20-24","D",1
"73",29,NA,"benjqmin","boxhall",NA,"600","35-44","D",1
"74",29,NA,"bensamin","boxha|l","340536201","600","35-44","D",2
"75",29,NA,"benjamin","boxhall","34053620|","600","35-44",NA,3
"76",30,"f","charlotte","briwne","272595e13","900",NA,"E",1
"77",30,NA,"charlotte","browe","272595413","900",NA,"E",2
"78",30,NA,"charlotte","browne","2725o5413","900",NA,"E",3
"79",30,"f","charlotte","browne","27255413","g00","45-54",NA,4
"80",31,"m","lachlan","towevn",NA,"60q","45-54","C",1
"81",32,NA,"emiily","copperstone","280453029","904",NA,NA,1
"82",32,"f","emiilly","copper5txone","280453029","904","15-19",NA,2
"83",32,NA,"emiily","copperst0ne","280453029","904",NA,"F",3
"84",32,"f","emiily","copperstone","280q53029","904",NA,NA,4
"85",33,"m","millane","reez",NA,"905","15-19",NA,1
"86",33,NA,"millane","rees","726099723","906","15-19",NA,2
"87",34,NA,"zade","whiteiey","714777791","615","45-54","A",1
"88",34,"f","jade","wbitelev",NA,"61s","45-54","A",2
"89",34,"f","jade","hiteley","714777791",NA,"45-54",NA,3
"90",34,"f","jade","whiteley","714778791",NA,"45-54",NA,4
"91",34,"f","jadea","whiteley","714777791","61","45-54",NA,5
"92",35,NA,"jamw","verco","2663330300","903","45-54","E",1
"93",35,"m","jamez","verco",NA,"903","45-54",NA,2
"94",36,NA,"gyus","bloomfield","486084468","q13","25-34","C",1
"95",36,"m","ku","bloomfiheld","486084468","913","25-34",NA,2
"96",37,"m","matthevv","schembrl","391638804","615","25-34",NA,1
"97",37,NA,"matthew","schembri","391638804","61s","25-34",NA,2
"98",37,NA,"matthew","schembri","391638804","615",NA,NA,3
"99",38,NA,"rebekah","harnngton",NA,"615","55-59","E",1
"100",39,"f","taloah","clarke","322311478","614","60-64",NA,1
"101",40,NA,"brooke","wurlod","355531121","622",NA,"H",1
"102",40,"f","brooke","wuahlod","355531121","611",NA,NA,2
"103",40,"f","brooke","wurl0d","355541121","611",NA,"H",3
"104",41,"m","famn","croufh","23488120","602","60-64","H",1
"105",41,"m","fynn","crouvh","234882120","60z",NA,"H",2
"106",42,"m","oliver","ardle","242427352","615",NA,"B",1
"107",42,NA,"oliver","warfdle","NAx","615","55-59","B",2
"108",43,NA,"daniel","dasovic","836730914","6105","15-19",NA,1
"109",43,"m","daniel","dasovizc","836730914",NA,"15-19",NA,2
"110",43,"m","daniel","dasovik","836730914","615",NA,NA,3
"111",43,"m","dniel","dasovib","836730914","6|5","15-19","G",4
"112",44,NA,"jaxson","nicol1","223687044",NA,"35-44","A",1
"113",44,NA,"jaxson","nicolle","22368704","6oz","35-44","A",2
"114",45,NA,"kaje","corbin","860363312","905","25-34","C",1
"115",45,"m","kale","corbqin","86036032","905",NA,"C",2
"116",46,"m","seth","misner",NA,"612q","15-19",NA,1
"117",46,NA,"seth","mi5ner","256027289","611",NA,"B",2
"118",47,"m","thoma5","wilkin","378620274","605","25-34","B",1
"119",47,"m","dhomas","wilkins",NA,"605","25-34",NA,2
"120",48,"m","vincent","clarde",NA,"614","55-59",NA,1
"121",49,NA,"re|oekah","howie",NA,"617","25-34","G",1
"122",50,NA,"michael","loerr7","204840003","904","65p",NA,1
"123",50,"m","michlael","berry","204840903","909","65p","C",2
"124",624,"m","tom","garden","828160269","615","25-34","G",11
"125",625,"m","jayden","herbert","298770679","607","35-44","B",11
"126",626,"m","benjamin","bligh","797755747","612","45-54","E",11
"127",627,"f","ruby","teague","761199568","617","60-64","A",11
"128",628,"m","cain","hick","488694107","900","35-44","D",11
"129",629,"m","anton","churches","248498338","611","25-34","F",11
"130",630,"f","georgia","miles","442536082","617","35-44","B",11
"131",631,"m","ajay","campbell","747218331","611","25-34","A",11
"132",632,"m","oliver","rosa","819741324","615","35-44","H",11
"133",633,"f","teileah","ranson","266508040","913","45-54","C",11
"134",634,"m","benjamin","bartel","304094921","903","35-44","A",11
"135",635,"f","leah","kubenk","365926860","905","35-44","C",11
"136",636,"f","sophie","matthews","234021791","905","45-54","B",11
"137",637,"f","phoebe","frew","487943845","605","15-19","C",11
"138",638,"m","reece","clarke","850977593","606","65p","H",11
"139",639,"f","nikita","britten","268684563","905","25-34","C",11
"140",640,"m","harrison","herbert","813027885","913","25-34","H",11
"141",641,"m","samuel","stephenson","430472625","902","35-44","A",11
"142",642,"m","seamus","nguyen","267632414","614","55-59","H",11
"143",643,"f","briony","stanley","754716960","902","35-44","C",11
"144",644,"f","lucy","cheliotis","344748016","617","65p","A",11
"145",645,"f","isabella","wooley","289434191","905","25-34","C",11
"146",646,"f","annabella","chandler","209122370","606","15-19","D",11
"147",647,"f","tara","bennell","795137310","913","45-54","A",11
"148",648,"m","matthew","ma","731543880","617","45-54","B",11
"149",649,"m","wilson","nguyen","809269820","602","35-44","F",11
