"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","samuel","fitzpatrick",NA,NA,"45-54",NA,1
"2",2,"f","andta","kovino","769220036","6|5","20-24","F",1
"3",2,"f","anita","covono","769220036","625","20-24",NA,2
"4",2,NA,"anita","kovino","769220036","615","20-24",NA,3
"5",3,"m","joshuw","boxhall","3q527f3900","603",NA,"C",1
"6",4,NA,"haydem","green","884155928","614","20-24",NA,1
"7",5,NA,"alexancler","webb","381953854","913",NA,"F",1
"8",5,"m","alexander","web","38195385w4","913","45-54",NA,2
"9",6,NA,"samir","fitzpatrick","373486155","6o7",NA,"G",1
"10",6,"m","samir","fitzpatrik","373486155","697","45-54",NA,2
"11",6,"m","sam9r","fitzpatrick","373486155",NA,NA,"G",3
"12",7,"m","dante","sinicins","864404815","90w",NA,NA,1
"13",7,NA,"danrr","sinicins","864404815","903","25-34",NA,2
"14",7,NA,"dante","sinicims","864q04815","903","25-34","B",3
"15",8,"f","caitlin","green","886877067","9oq",NA,NA,1
"16",8,"f","caitkon","gree","886877067","904","45-54",NA,2
"17",8,"f","caitliri","green","886877067","904",NA,NA,3
"18",8,"f","caitlin","green","886877067","9o4",NA,NA,4
"19",9,NA,"jostha","shepherd","243879343","913","25-34","A",1
"20",10,NA,"emmet","bernardo","272004410",NA,NA,"C",1
"21",11,NA,"josbua","calarco","434899690","692","35-44","B",1
"22",11,"m","joshua","calarco","434899690",NA,NA,NA,2
"23",11,NA,"joshva","calarco","4348g9690","602","35-44","B",3
"24",11,"m","j0shua","calarc0","434899690","60z","35-44","B",4
"25",11,NA,"joshua","calarco","434899690","6o2","35-44",NA,5
"26",12,"m","calep","morrison","810942374",NA,"45-54","C",1
"27",12,"m","caleb","morri5on","810922474","617",NA,"C",2
"28",12,NA,"calb","morrison","810922374","617",NA,"C",3
"29",12,"m","kalen","morrison","81092237q","61","45-54","C",4
"30",13,"m","oliveah","stanley","722132288","606",NA,NA,1
"31",14,"f","taliq","chorley","304326082","625",NA,"A",1
"32",14,NA,"ta9ia","choahiey","304326082","615","25-34","A",2
"33",15,"f","imogen","bishop",NA,"9025","35-44",NA,1
"34",16,NA,"cameron","dixon","238q76s72","600",NA,"D",1
"35",17,"m","aitan","wheatiey","267251691","600","45-54",NA,1
"36",17,"m","aidan","wheatley","267251691",NA,NA,NA,2
"37",17,"m","akda","wheat|ey","2672s1691","600","45-54","D",3
"38",18,"m","drclen","gowling","853529763","602",NA,NA,1
"39",18,"m","declrn","gowling","85352g763","692","25-34","E",2
"40",19,NA,"toby","wigste","410240150","614","25-34",NA,1
"41",20,NA,"samuel","de bono","882194369","60t","25-34",NA,1
"42",20,NA,"zamuel","de bono","882194369","606","25-34",NA,2
"43",21,"f","ainsley","dixon",NA,"617",NA,NA,1
"44",22,"f","anjylica","nguyen","416667087","914",NA,NA,1
"45",22,NA,"angelica","nguyen","416667087","g14",NA,"A",2
"46",22,"f","angellca","nguyen",NA,"914","35-44",NA,3
"47",23,"f","tiariq","kou1ianos","8805682980","612","45-54","A",1
"48",24,"m","jayden","butt",NA,"615",NA,NA,1
"49",24,NA,"jayden","butt","333522164",NA,NA,"G",2
"50",24,"m","zayden","butt",NA,"615","35-44",NA,3
"51",24,"m","jayden","butt","33352w164",NA,"35-44",NA,4
"52",25,"m","aidan","lademan","499752087","6701",NA,NA,1
"53",25,NA,"aidan","lademan","499752087","601",NA,NA,2
"54",25,"m","aidan","ladenan","499752087","601",NA,NA,3
"55",25,NA,"aidan","lademan","4990752087","601",NA,"B",4
"56",26,"f","belinda","matthews","4237215970","9o5","20-24",NA,1
"57",26,NA,"belinda","matthews","237225970","90","20-24",NA,2
"58",27,"f","sarah","simmermann",NA,"905",NA,"A",1
"59",27,"f","sa5ah","zimmermann","4q8472063",NA,"55-59","A",2
"60",28,NA,"brooke","dearing",NA,"60z","45-54","G",1
"61",28,NA,"brooke","dearing","7934288qq",NA,"45-54","G",2
"62",29,NA,"damien","jolly","8643789q7","603",NA,"H",1
"63",30,NA,"alia","foch",NA,"617","25-34",NA,1
"64",31,"m","lachan","moody","4967q2933","615",NA,"F",1
"65",31,"m","lacblan","moody","496792933","6159",NA,"F",2
"66",32,"m","andrevv","tunissen","288787415",NA,"35-44","E",1
"67",32,"m","andrw","teunissen","288787415","60e",NA,"E",2
"68",33,"m","marc0","d'sjden","761922948","902","25-34",NA,1
"69",33,NA,"marco","d'emden","761922i48",NA,"25-34","G",2
"70",34,"m","pete","blake","921519677o",NA,"35-44","B",1
"71",34,"m","petser","blame","215196770","600",NA,"B",2
"72",35,"f","aimee","bihat","34241558","60z","25-34","B",1
"73",36,NA,"kyle","campbell","260456o49",NA,"15-19","G",1
"74",36,"m","ky1e","campbell","260456049","6o5",NA,"G",2
"75",37,"m","car|es","whiye","327364169","903","55-59",NA,1
"76",38,"f","egeanor","lipscombe",NA,"615",NA,"B",1
"77",39,"f","lydia","haskett","281949593","617",NA,NA,1
"78",39,"f","lytia","haskeyt","281949597","614","20-24","E",2
"79",40,"m","troi","grimwwde","813031388","615","35-44",NA,1
"80",40,"m","troy","grinwaee","813031388","6|5",NA,"C",2
