"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","samuel","fitzpatrick","356642749","614","45-54","A",11
"2",2,"f","anita","covino","769220036","615","20-24","F",11
"3",3,"m","joshua","boxhall","345273900","603","25-34","C",11
"4",4,"m","hayden","green","884155928","614","20-24","C",11
"5",5,"m","alexander","webb","381953854","913","45-54","F",11
"6",6,"m","samir","fitzpatrick","373486155","607","45-54","G",11
"7",7,"m","dante","sinicins","864404815","903","25-34","B",11
"8",8,"f","caitlin","green","886877067","904","45-54","C",11
"9",9,"m","joshua","shepherd","273879343","913","25-34","A",11
"10",10,"m","emmet","bernardo","272004410","617","25-34","C",11
"11",11,"m","joshua","calarco","434899690","602","35-44","B",11
"12",12,"m","caleb","morrison","810922374","617","45-54","C",11
"13",13,"m","oliver","stanley","722132288","606","45-54","A",11
"14",14,"f","talia","chorley","304326082","615","25-34","A",11
"15",15,"f","imogen","bishop","763075526","902","35-44","C",11
"16",16,"m","cameron","dixon","238476572","600","20-24","D",11
"17",17,"m","aidan","wheatley","267251691","600","45-54","D",11
"18",18,"m","declen","gowling","853529763","602","25-34","E",11
"19",19,"m","toby","wingate","410240150","614","25-34","B",11
"20",20,"m","samuel","de bono","882194369","606","25-34","B",11
"21",21,"f","ainsley","dixon","815029083","617","60-64","E",11
"22",22,"f","angelica","nguyen","416667087","914","35-44","A",11
"23",23,"f","tiana","koulianos","880562970","612","45-54","A",11
"24",24,"m","jayden","butt","333522164","615","35-44","G",11
"25",25,"m","aidan","lademan","499752087","601","45-54","B",11
"26",26,"f","belinda","matthews","237225970","905","20-24","H",11
"27",27,"f","sarah","zimmermann","448472062","905","55-59","A",11
"28",28,"f","brooke","dearing","793428894","602","45-54","G",11
"29",29,"m","damien","jolly","864378947","603","45-54","H",11
"30",30,"f","alia","foch","298905813","617","25-34","B",11
"31",31,"m","lachlan","moody","496792933","615","25-34","F",11
"32",32,"m","andrew","teunissen","288787415","604","35-44","E",11
"33",33,"m","marco","d'emden","761922948","902","25-34","G",11
"34",34,"m","peter","blake","215196770","600","35-44","B",11
"35",35,"f","aimee","bihar","342418558","602","25-34","B",11
"36",36,"m","kyle","campbell","260456049","605","15-19","G",11
"37",37,"m","charles","white","327364169","903","55-59","C",11
"38",38,"f","eleanor","lipscombe","793253284","615","25-34","B",11
"39",39,"f","lydia","haskett","281949593","614","20-24","E",11
"40",40,"m","troy","grimwade","813031388","615","35-44","C",11
"41",41,"f","zali","bloomfield","465521921","614","45-54","G",11
"42",42,"f","georgia","longden","271488612","620","55-59","E",11
"43",43,"f","indiana","gogel","411848387","615","45-54","E",11
"44",44,"f","brigitte","kiss","735860969","913","35-44","E",11
"45",45,"f","lauren","wiechec","291285834","905","45-54","A",11
"46",46,"m","lachlan","weckenmann","274002852","611","35-44","E",11
"47",47,"f","fyynlay","pjevac","305716431","604","45-54","C",11
"48",48,"f","kayla","janowski","793665223","602","55-59","C",11
"49",49,"f","kelsea","fullerton","815373640","614","25-34","B",11
"50",50,"m","daniel","kelley","459408627","617","55-59","H",11
"51",51,"f","chloe","lihou","743128454","604","25-34","H",11
"52",52,"m","noah","jancek","412361455","602","25-34","B",11
"53",53,"f","olivia","urosevic","807096332","600","45-54","C",11
"54",54,"f","catherine","paterson","235287297","600","55-59","E",11
"55",55,"m","ka","noack","230203938","602","35-44","B",11
"56",56,"m","jacob","croker","811675237","611","25-34","C",11
"57",57,"m","harry","ban","294047646","615","25-34","C",11
"58",58,"m","adam","miels","888654874","615","25-34","C",11
"59",59,"m","jack","matthews","354885532","905","25-34","B",11
"60",60,"f","charlotte","reid","700133620","905","60-64","C",11
"61",61,"m","connor","grosser","892166553","611","65p","A",11
"62",62,"m","cooper","barra","404791439","904","20-24","C",11
"63",63,"f","isabella","weller","290688633","614","35-44","C",11
"64",64,"m","joshua","white","285397917","611","25-34","F",11
"65",65,"f","pakita","dent","310565063","602","25-34","H",11
"66",66,"m","adam","scollard","316016894","614","55-59","F",11
"67",67,"f","victoria","daykin","267809688","615","20-24","E",11
"68",68,"f","sarah","fitzpatrick","715293909","603","20-24","C",11
"69",69,"f","lilian","nguyen","786051127","905","55-59","E",11
"70",70,"m","ryan","green","402034517","602","45-54","F",11
"71",71,"m","alexander","kelley","836249892","905","35-44","C",11
"72",72,"f","molly","white","285243930","617","35-44","C",11
"73",73,"m","rory","raethel","316779647","904","45-54","H",11
"74",74,"f","talia","jolly","380728134","606","35-44","B",11
"75",75,"f","eliza","morrison","336639616","903","25-34","G",11
"76",76,"f","lauren","harbottle","365635543","605","35-44","G",11
"77",77,"m","samuel","wastell","346969604","615","35-44","D",11
"78",78,"m","hugo","costigan","741938374","603","25-34","B",11
"79",79,"m","nicholas","fullerton","425545796","904","25-34","D",11
"80",80,"m","jamie","mccarthy","250930942","617","60-64","F",11
"81",81,"f","alexandra","stapinski","432787033","905","15-19","F",11
"82",82,"f","sophie","burnell","704178509","617","45-54","H",11
