"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","benjamin","cure","724884735","906","45-54","E",11
"2",2,"m","christian","menzies","258554978","905","35-44","H",11
"3",3,"m","archie","nguyen","769202248","913","20-24","H",11
"4",4,"f","alisa","walkley","826017861","913","55-59","E",11
"5",5,"f","amy","zogopoulos","285595144","602","60-64","E",11
"6",6,"f","erin","clarke","860013144","904","45-54","B",11
"7",7,"m","simon","leonardi","873345857","904","45-54","B",11
"8",8,"f","maddison","quill","719413481","602","20-24","D",11
"9",9,"m","scott","mitchel","423320255","615","60-64","E",11
"10",10,"m","francesco","bartel","817661349","603","55-59","C",11
"11",11,"f","chloe","mchenry","775601057","913","20-24","H",11
"12",12,"m","benjamin","siggins","433348883","611","45-54","B",11
"13",13,"f","jessica","campbell","370286758","606","45-54","A",11
"14",14,"m","callum","green","776846440","615","45-54","E",11
"15",15,"m","james","blake","316546936","600","35-44","B",11
"16",16,"m","samuel","de michele","226263666","612","35-44","A",11
"17",17,"f","caitlin","dunling","453209987","903","25-34","H",11
"18",18,"m","benjamin","rawlings","792138310","602","45-54","B",11
"19",19,"m","matthew","polak","411200343","607","60-64","A",11
"20",20,"m","aidan","rogan","243280756","906","25-34","D",11
"21",21,"m","aidan","nickolai","888988224","605","15-19","C",11
"22",22,"f","tayla","stephenson","333143712","603","25-34","C",11
"23",23,"f","kaitlyn","matthews","410124015","615","25-34","H",11
"24",24,"f","krystin","hearn","399136517","602","20-24","B",11
"25",25,"f","emma","thredgold","794997521","604","65p","E",11
"26",26,"m","christian","bruhn","712382066","607","25-34","H",11
"27",27,"m","ethan","spicer","750575739","902","60-64","A",11
"28",28,"m","william","ryan","819010811","913","35-44","G",11
"29",29,"f","ryleh","braumann","297615981","603","35-44","B",11
"30",30,"m","thomas","scharner","475960390","604","35-44","G",11
"31",31,"m","ryan","hank","365856400","602","55-59","D",11
"32",32,"f","reganne","clarke","453792446","614","20-24","H",11
"33",33,"m","christian","sandiford","451390056","902","35-44","H",11
"34",34,"f","claudia","clarke","838171220","902","15-19","D",11
"35",35,"f","paris","pizzey","749395382","614","25-34","B",11
"36",36,"f","sarah","blake","834697141","913","20-24","C",11
"37",37,"m","nicolas","cormick","745286048","606","25-34","D",11
"38",38,"m","bailley","blake","365679666","617","20-24","A",11
"39",39,"f","emiily","ritz","205825340","617","15-19","E",11
"40",40,"f","fyynlay","bishop","779816701","905","45-54","E",11
"41",41,"f","karissa","boyle","858900219","617","20-24","F",11
"42",42,"m","lachlan","monteleone","701483390","904","60-64","D",11
"43",43,"m","kyle","mcneill","774964595","904","45-54","A",11
"44",44,"m","edward","stafford-lee","899951066","615","15-19","H",11
"45",45,"m","campbell","dixon","380542756","611","45-54","C",11
"46",46,"m","jackson","forwood","435512878","609","35-44","A",11
"47",47,"f","corie","grossman","461628375","600","45-54","H",11
"48",48,"m","ewan","ablamowicz","770485874","617","25-34","B",11
"49",49,"f","rachel","demenezes","753291024","602","25-34","C",11
"50",50,"m","benjamin","gallio","875014740","602","45-54","F",11
"51",51,"f","jemma","sires","743402654","617","25-34","A",11
"52",52,"m","thomas","easthope","860760147","600","35-44","H",11
"53",53,"f","alexandra","green","732678331","615","35-44","E",11
"54",54,"f","teileah","reid","822020950","913","45-54","E",11
"55",55,"f","mikhayla","beattie","466119587","617","25-34","B",11
"56",56,"m","harrison","blake","800279076","612","45-54","F",11
"57",57,"m","ryan","royle","388828012","903","25-34","B",11
"58",58,"f","claire","yee","324203618","606","20-24","C",11
"59",59,"m","nathan","camp","255703698","905","15-19","E",11
"60",60,"m","seamus","noble","706724251","603","45-54","B",11
"61",61,"m","aidyn","gulliver","353631441","611","35-44","C",11
"62",62,"f","kyra","jesser","367227315","600","65p","G",11
"63",63,"f","eliza","cannons","288976973","914","45-54","H",11
"64",64,"m","ryan","green","891013595","602","20-24","A",11
"65",65,"f","georgia","hope","709842254","604","20-24","D",11
"66",66,"m","samuel","hyland","710841154","617","35-44","B",11
"67",67,"f","sarah","golder","766344846","614","55-59","A",11
"68",68,"f","courtney","whitbrerd","307314199","615","25-34","H",11
"69",69,"m","deakin","clarke","365505703","615","60-64","D",11
"70",70,"f","laura","alderson","350333213","607","20-24","F",11
"71",71,"m","timothy","gillard","280713405","602","55-59","B",11
"72",72,"m","deakin","stosh","208510586","617","35-44","E",11
"73",73,"f","eliza","schuster","469527547","905","60-64","H",11
"74",74,"m","beau","beaty","878669741","615","35-44","B",11
"75",75,"f","madalyn","creber","490249005","607","65p","G",11
"76",76,"f","tara","curwen-walker","352213689","617","35-44","A",11
"77",77,"m","richard","campbell","442393627","913","65p","A",11
"78",78,"f","lucy","malpas","421936324","902","60-64","A",11
"79",79,"f","montana","au","415180982","615","15-19","D",11
"80",80,"m","noah","green","732753423","612","45-54","C",11
"81",81,"f","samantha","de gennaro","345879145","905","35-44","F",11
"82",82,"m","blake","webb","749763515","914","25-34","B",11
"83",83,"m","sebastian","snelling","228786121","904","60-64","F",11
"84",84,"f","kierra","kayser","465871194","913","35-44","H",11
"85",85,"m","jesse","seddon","221815190","611","55-59","B",11
"86",86,"f","tiana","petrillo","265626107","617","25-34","C",11
"87",87,"m","richard","shepherd","353977297","602","45-54","A",11
"88",88,"m","samuel","georgiadis","378761268","904","35-44","F",11
"89",89,"m","nicholas","byers","293808015","603","35-44","B",11
"90",90,"f","isabella","gawthrop","756278197","607","20-24","C",11
"91",91,"f","sarah","maynard","480192481","607","35-44","A",11
"92",92,"f","amelie","ohsson","775087179","602","35-44","B",11
"93",93,"m","daniel","madigan","294885264","615","65p","G",11
"94",94,"m","rourke","britten","791388078","611","20-24","B",11
"95",95,"m","rhys","rabe","772234230","614","55-59","G",11
"96",96,"f","rebekah","burford","281286320","602","35-44","H",11
"97",97,"f","hannah","rawlings","749159569","913","55-59","H",11
"98",98,"f","sarah","brooker","720624888","607","20-24","C",11
"99",99,"f","lucy","chandler","829030706","606","35-44","B",11
"100",100,"f","bethany","lock","402925730","611","35-44","D",11
"101",101,"f","danielle","dabinet","704074249","602","15-19","E",11
"102",102,"m","jayden","spicer","432136599","617","35-44","A",11
"103",103,"f","madeline","whale","419218145","603","35-44","G",11
"104",104,"m","toby","smithson","298759079","904","20-24","F",11
"105",105,"m","toby","mcglinn","314840113","904","35-44","E",11
"106",106,"m","lucas","stanley","767510773","617","45-54","D",11
"107",107,"f","madeleine","godfrey","875448994","905","45-54","E",11
"108",108,"m","luke","miles","810169970","604","45-54","F",11
"109",109,"f","rachel","singleton","420699939","913","35-44","H",11
"110",110,"m","hamish","loosmore","288616523","603","45-54","E",11
"111",111,"f","laura","kamp","713525620","615","25-34","A",11
"112",112,"f","jessica","bishop","800128354","615","60-64","C",11
"113",113,"m","blake","herbert","324590519","903","15-19","C",11
