"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","william","kovacic","759023915","913","25-34","F",11
"2",2,"f","sarah","white","245119524","602","55-59","B",11
"3",3,"m","isaac","clarke","706383552","602","60-64","E",11
"4",4,"m","alexander","lodge","269825250","600","25-34","F",11
"5",5,"m","christian","hare","253856898","905","20-24","G",11
"6",6,"m","zac","godfrey","257028552","614","35-44","B",11
"7",7,"m","alexander","bradshaw","389896177","618","60-64","F",11
"8",8,"m","richard","george","247218243","904","25-34","B",11
"9",9,"f","andie","paterson","442819916","905","35-44","F",11
"10",10,"f","breony","azeez","381773885","611","45-54","H",11
"11",11,"f","laura","leslie","761186819","606","55-59","G",11
"12",12,"f","ruby","rudd","744030523","614","60-64","G",11
"13",13,"m","samuel","coleman","401165008","611","35-44","C",11
"14",14,"m","christian","siew","205639520","914","35-44","F",11
"15",15,"m","brodee","green","292784860","611","35-44","B",11
"16",16,"f","lucy","rekkas","758399673","617","35-44","C",11
"17",17,"f","danielle","egan","455978567","606","35-44","H",11
"18",18,"m","warrick","toso","483984178","607","20-24","H",11
"19",19,"m","eden","hamers","403668682","605","25-34","E",11
"20",20,"m","brock","crouch","464729210","606","20-24","E",11
"21",21,"f","lillian","donaldson","795808048","611","45-54","A",11
"22",22,"m","reece","singleton","897951669","615","45-54","C",11
"23",23,"m","alexander","laverty","862254136","614","35-44","B",11
"24",24,"m","lachlan","whiteley","425858870","602","55-59","A",11
"25",25,"m","nathan","jeffries","864830357","607","35-44","C",11
"26",26,"m","lucas","petersen","824908656","902","35-44","B",11
"27",27,"f","imogen","blacklow","406600021","604","25-34","E",11
"28",28,"m","connor","campbell","297793498","905","25-34","E",11
"29",29,"f","kimberley","clarke","731111172","913","45-54","D",11
"30",30,"f","ella","bruhn","208220287","603","35-44","B",11
"31",31,"m","kydan","mormina","766840396","615","25-34","E",11
"32",32,"f","hannah","varcoe","428156527","615","45-54","A",11
"33",33,"m","harrison","katsaitis","396745049","602","20-24","C",11
"34",34,"f","sophie","boyle","757457291","902","55-59","H",11
"35",35,"m","matthew","longo","805213256","602","45-54","C",11
"36",36,"f","julia","clarke","259097895","600","55-59","H",11
"37",37,"m","jaxin","stubbs","864409468","604","60-64","A",11
"38",38,"m","riley","walkley","299565404","617","55-59","H",11
"39",39,"m","oliver","mccully","751900178","615","55-59","B",11
"40",40,"f","isabella","coffey","719004035","906","25-34","B",11
"41",41,"m","troy","jeffries","827025884","617","55-59","D",11
"42",42,"m","william","bishop","206946365","615","15-19","F",11
"43",43,"m","caleb","connerty","791094180","902","35-44","B",11
"44",44,"f","paige","bishop","294883968","615","35-44","C",11
"45",45,"f","lauren","monaco","347797367","602","20-24","F",11
"46",46,"m","jason","noble","878931386","905","60-64","D",11
