"","rec.id","gender","gname","fname","phone","postcode","age","occup","dup_number"
"1",1,"m","bailey","mckerlie","294427465","906","15-19","H",11
"2",2,"m","cameron","ryan","365576682","604","55-59","C",11
"3",3,"f","sophie","green","495480093","603","45-54","B",11
"4",4,"f","sophie","ryan","744044113","903","55-59","G",11
"5",5,"m","simon","lowe","469259049","906","45-54","E",11
"6",6,"f","hannah","webb","471092309","602","45-54","H",11
"7",7,"f","alisha","wynne","342450947","602","45-54","E",11
"8",8,"f","kylie","zellmer","448491274","611","35-44","D",11
"9",9,"f","georgia","hadaj","475543157","615","25-34","E",11
"10",10,"f","teileah","madigan","453367132","612","45-54","C",11
"11",11,"m","adam","ryan","819819304","611","45-54","C",11
"12",12,"f","ebony","campbell","343802778","906","45-54","A",11
"13",13,"m","evan","gilkes","802270147","904","35-44","H",11
"14",14,"m","lachlan","harrington","227840627","905","25-34","D",11
"15",15,"m","ethan","dukic","800160473","602","25-34","A",11
"16",16,"m","kyle","webb","740652151","903","25-34","F",11
"17",17,"f","tayah","colquhoun","439651634","606","60-64","A",11
"18",18,"m","joshua","ezis","369758402","612","45-54","C",11
"19",19,"f","corie","synusas","873549072","904","45-54","B",11
"20",20,"m","matthew","mellick","366465827","904","35-44","E",11
"21",21,"m","kyle","cordina","307410465","906","55-59","C",11
"22",22,"f","andie","chittleborough","825519503","615","25-34","B",11
"23",23,"f","chloe","eglinton","755197631","905","45-54","E",11
"24",24,"m","aloysius","nguyen","707527621","611","35-44","A",11
"25",25,"m","nicholas","talapaneni","490470307","903","35-44","A",11
"26",26,"f","ella","ho","326764573","611","45-54","C",11
"27",27,"m","joshua","george","781610232","905","55-59","G",11
"28",28,"m","matthew","sapage","350394109","617","45-54","E",11
"29",29,"m","luke","lock","431842767","603","35-44","B",11
"30",30,"f","isabella","hlawa","227543623","905","45-54","B",11
"31",31,"m","sam","marinos","738228559","617","45-54","F",11
"32",32,"m","louis","white","490446208","615","45-54","A",11
"33",33,"m","adam","reimers","879163913","615","25-34","B",11
"34",34,"m","xepheren","mchughes","723622876","904","35-44","B",11
"35",35,"m","micah","mckearney","289096097","615","25-34","A",11
"36",36,"f","eliza","siviour","354364875","605","45-54","E",11
"37",37,"f","imogen","quill","453615333","902","35-44","A",11
"38",38,"m","jack","ho","420879578","615","45-54","D",11
"39",39,"f","hannah","lowe","297721983","913","20-24","E",11
"40",40,"m","alexander","fitzpatrick","400242246","603","15-19","F",11
"41",41,"f","nicola","beattie","312823917","603","20-24","F",11
"42",42,"m","kobe","coleman","465880838","617","45-54","C",11
